#    ncyc_cp        Intensity      Esd(Int.)
   0.000e+00    7.0454596e+04  3.9522668e+02
   2.600e+01    5.0202794e+04  3.0975583e+02
   1.000e+00    3.8583960e+04  2.6952907e+02
   2.200e+01    4.9435550e+04  3.0706036e+02
   2.000e+00    3.9397940e+04  2.7271643e+02
   1.800e+01    4.8590062e+04  3.0408040e+02
   3.000e+00    3.9515483e+04  2.7361834e+02
   1.600e+01    4.7681619e+04  3.0143121e+02
   4.000e+00    4.0380498e+04  2.7657229e+02
   1.400e+01    4.7784243e+04  3.0184756e+02
   5.000e+00    4.1009858e+04  2.7912207e+02
   1.200e+01    4.6330338e+04  2.9685169e+02
   6.000e+00    4.1628326e+04  2.8125779e+02
   1.000e+01    4.4726377e+04  2.9126120e+02
   8.000e+00    4.4070429e+04  2.8810164e+02
   2.200e+01    4.9714666e+04  3.0828823e+02
   4.000e+00    4.0508912e+04  2.7706561e+02
