I28CD1-QD1  598.8 2.5e-01 -3.615e+03 2.3e+01 25.0  0.58030  0.00202  0.57517
I28CD1-QD1  598.8 2.5e-01 -3.585e+03 2.3e+01 25.0  0.53760  0.00202  0.53492
I28CD1-QD1  598.8 2.5e-01 -3.555e+03 2.3e+01 25.0  0.43550  0.00202  0.43857
I28CD1-QD1  598.8 2.5e-01 -3.525e+03 2.3e+01 25.0  0.32330  0.00202  0.32518
I28CD1-QD1  598.8 2.5e-01 -3.495e+03 2.3e+01 25.0  0.36840  0.00202  0.36480
I28CD1-QD1  598.8 2.5e-01 -3.465e+03 2.3e+01 25.0  0.52530  0.00202  0.52534
I28CD1-QD1  598.8 2.5e-01 -3.435e+03 2.3e+01 25.0  0.61750  0.00202  0.62196
I28CD1-QD1  598.8 2.5e-01 -3.405e+03 2.3e+01 25.0  0.65110  0.00202  0.65631
I28CD1-QD1  598.8 2.5e-01 -3.375e+03 2.3e+01 25.0  0.66810  0.00202  0.67054
I28CD1-QD1  598.8 2.5e-01 -3.345e+03 2.3e+01 25.0  0.67830  0.00202  0.67722
I28CD1-QD1  598.8 2.5e-01 -3.315e+03 2.3e+01 25.0  0.68150  0.00202  0.68101
I28CD1-QD1  598.8 2.5e-01 -3.285e+03 2.3e+01 25.0  0.68470  0.00202  0.68314
I28CD1-QD1  598.8 2.5e-01 -3.255e+03 2.3e+01 25.0  0.68660  0.00202  0.68463
I28CD1-QD1  598.8 2.5e-01 -3.225e+03 2.3e+01 25.0  0.68630  0.00202  0.68552
I28CD1-QD1  598.8 2.5e-01 -3.195e+03 2.3e+01 25.0  0.68690  0.00202  0.68627
I28CD1-QD1  598.8 2.5e-01 -3.165e+03 2.3e+01 25.0  0.68500  0.00202  0.68671
I28CD1-QD1  598.8 2.5e-01 -3.135e+03 2.3e+01 25.0  0.68640  0.00202  0.68715
I28CD1-QD1  598.8 2.5e-01 -3.105e+03 2.3e+01 25.0  0.68860  0.00202  0.68740
I28CD1-QD1  598.8 2.5e-01 -3.075e+03 2.3e+01 25.0  0.68810  0.00202  0.68768
I28CD1-QD1  598.8 2.5e-01 -3.045e+03 2.3e+01 25.0  0.68890  0.00202  0.68784
I28CD1-QD1  598.8 2.5e-01 -3.015e+03 2.3e+01 25.0  0.68860  0.00202  0.68803
I28CD1-QD1  598.8 2.5e-01 -2.985e+03 2.3e+01 25.0  0.68860  0.00202  0.68813
I28CD1-QD1  598.8 2.5e-01 -2.955e+03 2.3e+01 25.0  0.68920  0.00202  0.68828
I28CD1-QD1  598.8 2.5e-01 -2.925e+03 2.3e+01 25.0  0.68970  0.00202  0.68835
I28CD1-QD1  598.8 2.5e-01 -2.895e+03 2.3e+01 25.0  0.68670  0.00202  0.68846
I28CD1-QD1  598.8 2.5e-01 -2.865e+03 2.3e+01 25.0  0.68800  0.00202  0.68851
I28CD1-QD1  598.8 2.5e-01 -2.835e+03 2.3e+01 25.0  0.69140  0.00202  0.68860
I28CD1-QD1  598.8 2.5e-01 -2.805e+03 2.3e+01 25.0  0.68850  0.00202  0.68864
I28CD1-QD1  598.8 2.5e-01 -2.775e+03 2.3e+01 25.0  0.69020  0.00202  0.68871
I28CD1-QD1  598.8 2.5e-01 -2.745e+03 2.3e+01 25.0  0.68750  0.00202  0.68874
I28CD1-QD1  598.8 2.5e-01 -2.715e+03 2.3e+01 25.0  0.68870  0.00202  0.68880
I28CD1-QD1  598.8 2.5e-01 -2.685e+03 2.3e+01 25.0  0.68660  0.00202  0.68882
I28CD1-QD1  598.8 2.5e-01 -2.655e+03 2.3e+01 25.0  0.68160  0.00202  0.68887
I28CD1-QD1  598.8 2.5e-01 -2.625e+03 2.3e+01 25.0  0.67410  0.00202  0.68889
I28CD1-QD1  598.8 2.5e-01 -2.595e+03 2.3e+01 25.0  0.67480  0.00202  0.68893
I28CD1-QD1  598.8 2.5e-01 -2.565e+03 2.3e+01 25.0  0.68120  0.00202  0.68895
I28CD1-QD1  598.8 2.5e-01 -2.535e+03 2.3e+01 25.0  0.68560  0.00202  0.68899
I28CD1-QD1  598.8 2.5e-01 -2.505e+03 2.3e+01 25.0  0.68790  0.00202  0.68900
I28CD1-QD1  598.8 2.5e-01 -2.475e+03 2.3e+01 25.0  0.68510  0.00202  0.68903
I28CD1-QD1  598.8 2.5e-01 -2.445e+03 2.3e+01 25.0  0.68980  0.00202  0.68904
I28CD1-QD1  598.8 2.5e-01 -2.415e+03 2.3e+01 25.0  0.69090  0.00202  0.68907
I28CD1-QD1  598.8 2.5e-01 -2.385e+03 2.3e+01 25.0  0.68970  0.00202  0.68907
I28CD1-QD1  598.8 2.5e-01 -2.355e+03 2.3e+01 25.0  0.69140  0.00202  0.68910
I28CD1-QD1  598.8 2.5e-01 -2.325e+03 2.3e+01 25.0  0.69230  0.00202  0.68910
I28CD1-QD1  598.8 2.5e-01 -2.295e+03 2.3e+01 25.0  0.68920  0.00202  0.68913
I28CD1-QD1  598.8 2.5e-01 -2.265e+03 2.3e+01 25.0  0.69050  0.00202  0.68913
I28CD1-QD1  598.8 2.5e-01 -2.235e+03 2.3e+01 25.0  0.68400  0.00202  0.68915
I28CD1-QD1  598.8 2.5e-01 -2.205e+03 2.3e+01 25.0  0.68880  0.00202  0.68916
I28CD1-QD1  598.8 2.5e-01 -2.175e+03 2.3e+01 25.0  0.68950  0.00202  0.68918
I28CD1-QD1  598.8 2.5e-01 -2.145e+03 2.3e+01 25.0  0.68890  0.00202  0.68918
I28CD1-QD1  598.8 2.5e-01 -2.115e+03 2.3e+01 25.0  0.68780  0.00202  0.68920
I28CD1-QD1  598.8 2.5e-01 -2.085e+03 2.3e+01 25.0  0.68820  0.00202  0.68920
I28CD1-QD1  598.8 2.5e-01 -2.055e+03 2.3e+01 25.0  0.68740  0.00202  0.68921
I28CD1-QD1  598.8 2.5e-01 -2.025e+03 2.3e+01 25.0  0.69170  0.00202  0.68921
I28CD1-QD1  598.8 2.5e-01 -1.995e+03 2.3e+01 25.0  0.69080  0.00202  0.68923
I28CD1-QD1  598.8 2.5e-01 -1.965e+03 2.3e+01 25.0  0.69270  0.00202  0.68923
I28CD1-QD1  598.8 2.5e-01 -1.935e+03 2.3e+01 25.0  0.68840  0.00202  0.68924
I28CD1-QD1  598.8 2.5e-01 -1.905e+03 2.3e+01 25.0  0.69120  0.00202  0.68924
I28CD1-QD1  598.8 2.5e-01 -1.875e+03 2.3e+01 25.0  0.69220  0.00202  0.68926
I28CD1-QD1  598.8 2.5e-01 -1.845e+03 2.3e+01 25.0  0.69150  0.00202  0.68926
I28CD1-QD1  598.8 2.5e-01 -1.815e+03 2.3e+01 25.0  0.68750  0.00202  0.68927
I28CD1-QD1  598.8 2.5e-01 -1.785e+03 2.3e+01 25.0  0.68840  0.00202  0.68927
I28CD1-QD1  598.8 2.5e-01 -1.755e+03 2.3e+01 25.0  0.69210  0.00202  0.68928
I28CD1-QD1  598.8 2.5e-01 -1.725e+03 2.3e+01 25.0  0.68690  0.00202  0.68928
I28CD1-QD1  598.8 2.5e-01 -1.695e+03 2.3e+01 25.0  0.68680  0.00202  0.68929
I28CD1-QD1  598.8 2.5e-01 -1.665e+03 2.3e+01 25.0  0.69030  0.00202  0.68929
I28CD1-QD1  598.8 2.5e-01 -1.635e+03 2.3e+01 25.0  0.68820  0.00202  0.68930
I28CD1-QD1  598.8 2.5e-01 -1.605e+03 2.3e+01 25.0  0.68880  0.00202  0.68930
I28CD1-QD1  598.8 2.5e-01 -1.575e+03 2.3e+01 25.0  0.68640  0.00202  0.68931
I28CD1-QD1  598.8 2.5e-01 -1.545e+03 2.3e+01 25.0  0.68620  0.00202  0.68931
I28CD1-QD1  598.8 2.5e-01 -1.515e+03 2.3e+01 25.0  0.68670  0.00202  0.68931
I28CD1-QD1  598.8 2.5e-01 -1.485e+03 2.3e+01 25.0  0.68650  0.00202  0.68931
I28CD1-QD1  598.8 2.5e-01 -1.455e+03 2.3e+01 25.0  0.68680  0.00202  0.68932
I28CD1-QD1  598.8 2.5e-01 -1.425e+03 2.3e+01 25.0  0.68920  0.00202  0.68932
I28CD1-QD1  598.8 2.5e-01 -1.395e+03 2.3e+01 25.0  0.68400  0.00202  0.68933
I28CD1-QD1  598.8 2.5e-01 -1.365e+03 2.3e+01 25.0  0.68450  0.00202  0.68933
I28CD1-QD1  598.8 2.5e-01 -1.335e+03 2.3e+01 25.0  0.68500  0.00202  0.68933
I28CD1-QD1  598.8 2.5e-01 -1.305e+03 2.3e+01 25.0  0.68910  0.00202  0.68933
I28CD1-QD1  598.8 2.5e-01 -1.275e+03 2.3e+01 25.0  0.68920  0.00202  0.68934
I28CD1-QD1  598.8 2.5e-01 -1.245e+03 2.3e+01 25.0  0.68980  0.00202  0.68934
I28CD1-QD1  598.8 2.5e-01 -1.215e+03 2.3e+01 25.0  0.69140  0.00202  0.68935
I28CD1-QD1  598.8 2.5e-01 -1.185e+03 2.3e+01 25.0  0.69000  0.00202  0.68935
I28CD1-QD1  598.8 2.5e-01 -1.155e+03 2.3e+01 25.0  0.69150  0.00202  0.68935
I28CD1-QD1  598.8 2.5e-01 -1.125e+03 2.3e+01 25.0  0.68680  0.00202  0.68935
I28CD1-QD1  598.8 2.5e-01 -1.095e+03 2.3e+01 25.0  0.68950  0.00202  0.68936
I28CD1-QD1  598.8 2.5e-01 -1.065e+03 2.3e+01 25.0  0.69070  0.00202  0.68935
I28CD1-QD1  598.8 2.5e-01 -1.035e+03 2.3e+01 25.0  0.69000  0.00202  0.68936
I28CD1-QD1  598.8 2.5e-01 -1.005e+03 2.3e+01 25.0  0.68810  0.00202  0.68936
I28CD1-QD1  598.8 2.5e-01 -9.750e+02 2.3e+01 25.0  0.68920  0.00202  0.68936
I28CD1-QD1  598.8 2.5e-01 -9.450e+02 2.3e+01 25.0  0.69010  0.00202  0.68936
I28CD1-QD1  598.8 2.5e-01 -9.150e+02 2.3e+01 25.0  0.68840  0.00202  0.68937
I28CD1-QD1  598.8 2.5e-01 -8.850e+02 2.3e+01 25.0  0.69260  0.00202  0.68937
I28CD1-QD1  598.8 2.5e-01 -8.550e+02 2.3e+01 25.0  0.68810  0.00202  0.68937
I28CD1-QD1  598.8 2.5e-01 -8.250e+02 2.3e+01 25.0  0.68920  0.00202  0.68937
I28CD1-QD1  598.8 2.5e-01 -7.950e+02 2.3e+01 25.0  0.68770  0.00202  0.68937
I28CD1-QD1  598.8 2.5e-01 -7.650e+02 2.3e+01 25.0  0.69010  0.00202  0.68937
