# Name:    K25N-HN
# y_ppm:  121.17536    0.00002
# yw_hz:   16.46389    0.05221
# y_eta:    0.00000    0.00000
# x_ppm:    8.27664    0.00003
# xw_hz:   23.00972    0.07282
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0    3.074167e+07    7.550000e+04
      -375.0    1.763596e+07    7.550000e+04
      -325.0    2.035847e+07    7.550000e+04
      -275.0    2.101597e+07    7.550000e+04
      -225.0    2.120964e+07    7.550000e+04
      -175.0    2.134671e+07    7.550000e+04
      -125.0    2.140640e+07    7.550000e+04
       -75.0    2.152375e+07    7.550000e+04
       -25.0    2.135317e+07    7.550000e+04
        25.0    2.128664e+07    7.550000e+04
        75.0    2.106746e+07    7.550000e+04
       125.0    2.069298e+07    7.550000e+04
       175.0    1.905898e+07    7.550000e+04
       225.0    9.225308e+06    7.550000e+04
       275.0    2.529849e+06    7.550000e+04
       325.0    1.777053e+07    7.550000e+04
