# Name:    D16N-HN
# y_ppm:  117.00671    0.00003
# yw_hz:   16.05338    0.05828
# y_eta:    0.00000    0.00000
# x_ppm:    8.15637    0.00004
# xw_hz:   23.06494    0.08414
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0    2.373305e+07    7.550000e+04
      -375.0    1.588842e+07    7.550000e+04
      -325.0    1.570530e+07    7.550000e+04
      -275.0    1.503923e+07    7.550000e+04
      -225.0    1.184187e+07    7.550000e+04
      -175.0    9.252066e+05    7.550000e+04
      -125.0    8.066359e+06    7.550000e+04
       -75.0    1.347867e+07    7.550000e+04
       -25.0    1.477774e+07    7.550000e+04
        25.0    1.509617e+07    7.550000e+04
        75.0    1.500433e+07    7.550000e+04
       125.0    1.410906e+07    7.550000e+04
       175.0    1.000915e+07    7.550000e+04
       225.0    1.108196e+07    7.550000e+04
       275.0    1.518901e+07    7.550000e+04
       325.0    1.581613e+07    7.550000e+04
