# Name:    D35N-HN
# y_ppm:  118.64464    0.00001
# yw_hz:   16.48802    0.02200
# y_eta:    0.00000    0.00000
# x_ppm:    8.53014    0.00001
# xw_hz:   21.79159    0.02928
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0    1.552122e+07    7.550000e+04
      -375.0    1.008123e+07    7.550000e+04
      -325.0    1.012777e+07    7.550000e+04
      -275.0    1.010208e+07    7.550000e+04
      -225.0    1.018573e+07    7.550000e+04
      -175.0    1.002297e+07    7.550000e+04
      -125.0    9.658670e+06    7.550000e+04
       -75.0    8.045950e+06    7.550000e+04
       -25.0    2.408039e+06    7.550000e+04
        25.0    2.386130e+06    7.550000e+04
        75.0    6.991962e+06    7.550000e+04
       125.0    7.302967e+06    7.550000e+04
       175.0    4.999071e+06    7.550000e+04
       225.0    8.087192e+06    7.550000e+04
       275.0    9.767767e+06    7.550000e+04
       325.0    1.004338e+07    7.550000e+04
