# Name:    N30N-HN
# y_ppm:  115.58127    0.00002
# yw_hz:   15.38137    0.04373
# y_eta:    0.00000    0.00000
# x_ppm:    7.70206    0.00003
# xw_hz:   21.87787    0.06085
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0    2.228914e+07    7.550000e+04
      -375.0    1.150679e+07    7.550000e+04
      -325.0    3.554788e+05    7.550000e+04
      -275.0    6.489225e+06    7.550000e+04
      -225.0    1.240367e+07    7.550000e+04
      -175.0    1.376958e+07    7.550000e+04
      -125.0    1.413786e+07    7.550000e+04
       -75.0    1.422097e+07    7.550000e+04
       -25.0    1.394549e+07    7.550000e+04
        25.0    1.269035e+07    7.550000e+04
        75.0    8.226913e+06    7.550000e+04
       125.0    1.125927e+07    7.550000e+04
       175.0    1.406758e+07    7.550000e+04
       225.0    1.435582e+07    7.550000e+04
       275.0    1.392466e+07    7.550000e+04
       325.0    1.136478e+07    7.550000e+04
