# Name:    E33N-HN
# y_ppm:  121.53565    0.00002
# yw_hz:   15.80064    0.04080
# y_eta:    0.00000    0.00000
# x_ppm:    8.58880    0.00002
# xw_hz:   21.72239    0.05464
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0    2.026370e+07    7.550000e+04
      -375.0    2.864451e+06    7.550000e+04
      -325.0    9.749309e+06    7.550000e+04
      -275.0    1.278644e+07    7.550000e+04
      -225.0    1.333950e+07    7.550000e+04
      -175.0    1.340766e+07    7.550000e+04
      -125.0    1.346514e+07    7.550000e+04
       -75.0    1.348830e+07    7.550000e+04
       -25.0    1.348550e+07    7.550000e+04
        25.0    1.352475e+07    7.550000e+04
        75.0    1.343989e+07    7.550000e+04
       125.0    1.330677e+07    7.550000e+04
       175.0    1.290224e+07    7.550000e+04
       225.0    1.110320e+07    7.550000e+04
       275.0    2.224480e+06    7.550000e+04
       325.0    2.876104e+06    7.550000e+04
