# Name:  W100NE-HE
# y_ppm:  114.86629    0.00003
# yw_hz:   14.67498    0.05959
# y_eta:    0.00000    0.00000
# x_ppm:   10.00475    0.00003
# xw_hz:   17.71145    0.07409
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0   -3.388694e+07    7.550000e+04
      -375.0   -1.400389e+07    7.550000e+04
      -325.0   -2.847333e+06    7.550000e+04
      -275.0   -1.221105e+07    7.550000e+04
      -225.0   -2.411827e+07    7.550000e+04
      -175.0   -2.596624e+07    7.550000e+04
      -125.0   -2.646679e+07    7.550000e+04
       -75.0   -2.653051e+07    7.550000e+04
       -25.0   -2.660507e+07    7.550000e+04
        25.0   -2.677219e+07    7.550000e+04
        75.0   -2.664222e+07    7.550000e+04
       125.0   -2.654262e+07    7.550000e+04
       175.0   -2.648584e+07    7.550000e+04
       225.0   -2.596894e+07    7.550000e+04
       275.0   -2.424448e+07    7.550000e+04
       325.0   -1.384032e+07    7.550000e+04
