# Name:    L42N-HN
# y_ppm:  130.88846    0.00002
# yw_hz:   16.53713    0.05197
# y_eta:    0.00000    0.00000
# x_ppm:    8.84470    0.00003
# xw_hz:   24.13395    0.07532
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0   -1.807248e+07    7.550000e+04
      -375.0   -1.154251e+07    7.550000e+04
      -325.0   -1.116764e+07    7.550000e+04
      -275.0   -1.035233e+07    7.550000e+04
      -225.0   -7.876240e+06    7.550000e+04
      -175.0   -7.887814e+05    7.550000e+04
      -125.0   -3.407125e+06    7.550000e+04
       -75.0   -8.977667e+06    7.550000e+04
       -25.0   -1.059878e+07    7.550000e+04
        25.0   -1.113383e+07    7.550000e+04
        75.0   -1.144004e+07    7.550000e+04
       125.0   -1.158749e+07    7.550000e+04
       175.0   -1.163695e+07    7.550000e+04
       225.0   -1.166800e+07    7.550000e+04
       275.0   -1.162787e+07    7.550000e+04
       325.0   -1.142862e+07    7.550000e+04
