# Name:    N53N-HN
# y_ppm:  115.13920    0.00003
# yw_hz:   17.49104    0.07558
# y_eta:    0.00000    0.00000
# x_ppm:    8.07244    0.00008
# xw_hz:   40.64617    0.23486
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0    3.983380e+06    7.550000e+04
      -375.0    2.374048e+05    7.550000e+04
      -325.0    8.475100e+05    7.550000e+04
      -275.0    2.051834e+06    7.550000e+04
      -225.0    2.319133e+06    7.550000e+04
      -175.0    2.480619e+06    7.550000e+04
      -125.0    2.455309e+06    7.550000e+04
       -75.0    2.511625e+06    7.550000e+04
       -25.0    2.409506e+06    7.550000e+04
        25.0    2.403803e+06    7.550000e+04
        75.0    1.997298e+06    7.550000e+04
       125.0    1.384930e+06    7.550000e+04
       175.0    2.279349e+06    7.550000e+04
       225.0    2.371034e+06    7.550000e+04
       275.0    1.925265e+06    7.550000e+04
       325.0    1.736802e+05    7.550000e+04
