# Name:    A56N-HN
# y_ppm:  121.85280    0.00002
# yw_hz:   15.71850    0.04129
# y_eta:    0.00000    0.00000
# x_ppm:    8.79864    0.00002
# xw_hz:   22.24657    0.05930
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0    2.356593e+07    7.550000e+04
      -375.0    1.465215e+06    7.550000e+04
      -325.0    8.623601e+06    7.550000e+04
      -275.0    8.240379e+06    7.550000e+04
      -225.0    1.046343e+07    7.550000e+04
      -175.0    1.445457e+07    7.550000e+04
      -125.0    1.536455e+07    7.550000e+04
       -75.0    1.569856e+07    7.550000e+04
       -25.0    1.586451e+07    7.550000e+04
        25.0    1.593013e+07    7.550000e+04
        75.0    1.578373e+07    7.550000e+04
       125.0    1.561942e+07    7.550000e+04
       175.0    1.510721e+07    7.550000e+04
       225.0    1.404964e+07    7.550000e+04
       275.0    9.466425e+06    7.550000e+04
       325.0    1.430136e+06    7.550000e+04
