# Name:    W37N-HN
# y_ppm:  124.19848    0.00005
# yw_hz:   17.14734    0.11104
# y_eta:    0.00000    0.00000
# x_ppm:    9.23196    0.00006
# xw_hz:   24.99463    0.13651
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0    1.379015e+07    7.550000e+04
      -375.0    7.497167e+06    7.550000e+04
      -325.0    8.403105e+06    7.550000e+04
      -275.0    8.266338e+06    7.550000e+04
      -225.0    7.467459e+06    7.550000e+04
      -175.0    3.867511e+06    7.550000e+04
      -125.0    5.899888e+05    7.550000e+04
       -75.0    7.387999e+06    7.550000e+04
       -25.0    8.869738e+06    7.550000e+04
        25.0    9.325501e+06    7.550000e+04
        75.0    9.288864e+06    7.550000e+04
       125.0    9.306308e+06    7.550000e+04
       175.0    9.154189e+06    7.550000e+04
       225.0    8.012941e+06    7.550000e+04
       275.0    4.851088e+06    7.550000e+04
       325.0    7.575406e+06    7.550000e+04
