# Name:     Y8N-HN
# y_ppm:  111.96159    0.00002
# yw_hz:   15.63464    0.04453
# y_eta:    0.00000    0.00000
# x_ppm:    7.15287    0.00003
# xw_hz:   22.26626    0.06597
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0    2.575290e+07    7.550000e+04
      -375.0    1.746658e+07    7.550000e+04
      -325.0    1.740761e+07    7.550000e+04
      -275.0    1.737336e+07    7.550000e+04
      -225.0    1.727151e+07    7.550000e+04
      -175.0    1.698831e+07    7.550000e+04
      -125.0    1.641782e+07    7.550000e+04
       -75.0    1.495009e+07    7.550000e+04
       -25.0    9.391946e+06    7.550000e+04
        25.0    9.563379e+05    7.550000e+04
        75.0    9.796601e+06    7.550000e+04
       125.0    7.687478e+06    7.550000e+04
       175.0    1.418602e+07    7.550000e+04
       225.0    1.654552e+07    7.550000e+04
       275.0    1.707360e+07    7.550000e+04
       325.0    1.732408e+07    7.550000e+04
