# Name:    A39N-HN
# y_ppm:  132.08621    0.00001
# yw_hz:   15.99803    0.02705
# y_eta:    0.00000    0.00000
# x_ppm:    9.27838    0.00002
# xw_hz:   23.36196    0.04007
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0   -1.765430e+07    7.550000e+04
      -375.0   -1.175947e+07    7.550000e+04
      -325.0   -1.171912e+07    7.550000e+04
      -275.0   -1.121902e+07    7.550000e+04
      -225.0   -9.961830e+06    7.550000e+04
      -175.0   -5.984632e+06    7.550000e+04
      -125.0   -7.100702e+06    7.550000e+04
       -75.0   -4.155084e+06    7.550000e+04
       -25.0   -7.519857e+05    7.550000e+04
        25.0   -8.928041e+06    7.550000e+04
        75.0   -1.099073e+07    7.550000e+04
       125.0   -1.162014e+07    7.550000e+04
       175.0   -1.175277e+07    7.550000e+04
       225.0   -1.194489e+07    7.550000e+04
       275.0   -1.185752e+07    7.550000e+04
       325.0   -1.187640e+07    7.550000e+04
