# Name:    G23N-HN
# y_ppm:  115.65350    0.00003
# yw_hz:   16.29089    0.06942
# y_eta:    0.00000    0.00000
# x_ppm:    9.08713    0.00004
# xw_hz:   25.11355    0.10927
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0    1.691303e+07    7.550000e+04
      -375.0    8.262484e+06    7.550000e+04
      -325.0    1.246627e+06    7.550000e+04
      -275.0    3.666337e+06    7.550000e+04
      -225.0    4.910754e+06    7.550000e+04
      -175.0    7.930175e+06    7.550000e+04
      -125.0    9.956056e+06    7.550000e+04
       -75.0    1.065548e+07    7.550000e+04
       -25.0    1.091457e+07    7.550000e+04
        25.0    1.099526e+07    7.550000e+04
        75.0    1.104684e+07    7.550000e+04
       125.0    1.095027e+07    7.550000e+04
       175.0    1.084033e+07    7.550000e+04
       225.0    1.063928e+07    7.550000e+04
       275.0    1.005437e+07    7.550000e+04
       325.0    8.185580e+06    7.550000e+04
