# Name:    A12N-HN
# y_ppm:  126.60166    0.00002
# yw_hz:   15.54388    0.03919
# y_eta:    0.00000    0.00000
# x_ppm:    8.20847    0.00002
# xw_hz:   19.76475    0.04952
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0   -2.776423e+07    7.550000e+04
      -375.0   -1.861145e+07    7.550000e+04
      -325.0   -1.868921e+07    7.550000e+04
      -275.0   -1.877705e+07    7.550000e+04
      -225.0   -1.863098e+07    7.550000e+04
      -175.0   -1.831050e+07    7.550000e+04
      -125.0   -1.606405e+07    7.550000e+04
       -75.0   -8.517427e+06    7.550000e+04
       -25.0   -1.317192e+07    7.550000e+04
        25.0   -1.296426e+07    7.550000e+04
        75.0   -5.111243e+06    7.550000e+04
       125.0   -2.976682e+06    7.550000e+04
       175.0   -1.541208e+07    7.550000e+04
       225.0   -1.785866e+07    7.550000e+04
       275.0   -1.828079e+07    7.550000e+04
       325.0   -1.868996e+07    7.550000e+04
