# Name:    Y49N-HN
# y_ppm:  117.61995    0.00002
# yw_hz:   16.56315    0.04167
# y_eta:    0.00000    0.00000
# x_ppm:    8.39417    0.00002
# xw_hz:   22.69991    0.05698
# x_eta:    0.00000    0.00000
#---------------------------------------------
#          Z               I           I_err
    -20000.0    2.203772e+07    7.550000e+04
      -375.0    1.523957e+07    7.550000e+04
      -325.0    1.514085e+07    7.550000e+04
      -275.0    1.493268e+07    7.550000e+04
      -225.0    1.432035e+07    7.550000e+04
      -175.0    1.221476e+07    7.550000e+04
      -125.0    2.020300e+06    7.550000e+04
       -75.0    4.344320e+06    7.550000e+04
       -25.0    1.163185e+07    7.550000e+04
        25.0    1.316031e+07    7.550000e+04
        75.0    1.327002e+07    7.550000e+04
       125.0    1.143622e+07    7.550000e+04
       175.0    7.215301e+06    7.550000e+04
       225.0    1.354475e+07    7.550000e+04
       275.0    1.487920e+07    7.550000e+04
       325.0    1.507252e+07    7.550000e+04
