#
#       Peak Name  Overlap_group
#           8N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   117.083     8.111
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1708087e+02  2.6685839e-04 
# w1(Hz)        1.4439358e+01  5.8991837e-02 
# g1            1.0371541e+00  2.0676532e-02 
# f02(ppm)      8.1112273e+00  4.3819651e-05 
# w2(Hz)        2.2772831e+01  1.0151174e-01 
# g2            7.8349242e-01  1.7752422e-02 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    7.5473298e+04  8.1810481e+02
   3.000e+01    5.2711009e+04  7.0101302e+02
   2.000e+00    5.1262682e+04  6.9436670e+02
   2.800e+01    5.2485594e+04  6.9996749e+02
   4.000e+00    5.1782612e+04  6.9674808e+02
   2.600e+01    5.2775257e+04  7.0133449e+02
   6.000e+00    5.2073112e+04  6.9806558e+02
   2.400e+01    5.2474279e+04  6.9991879e+02
   8.000e+00    5.1689605e+04  6.9628851e+02
   2.200e+01    5.2540447e+04  7.0019550e+02
   1.000e+01    5.2176921e+04  6.9856196e+02
   2.000e+01    5.2502779e+04  7.0008787e+02
   1.200e+01    5.1717115e+04  6.9642348e+02
   1.800e+01    5.2309075e+04  6.9914283e+02
   1.400e+01    5.1717173e+04  6.9646941e+02
   1.600e+01    5.2172086e+04  6.9848574e+02
   2.800e+01    5.2062364e+04  6.9798672e+02
   1.200e+01    5.1735350e+04  6.9646919e+02
