#
#       Peak Name  Overlap_group
#          62N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   120.731     8.589
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2073016e+02  3.1211167e-05 
# w1(Hz)        1.2803925e+01  6.4884284e-03 
# g1            1.4026871e+00  3.3920319e-03 
# f02(ppm)      8.5885757e+00  5.2743422e-06 
# w2(Hz)        2.0133674e+01  1.2072547e-02 
# g2            8.2691992e-01  2.4537441e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    8.3004659e+04  1.4198222e+02
   3.000e+01    7.2545914e+04  1.3419848e+02
   2.000e+00    7.1397425e+04  1.3339507e+02
   2.800e+01    7.2465593e+04  1.3414864e+02
   4.000e+00    7.1421614e+04  1.3341158e+02
   2.600e+01    7.2450852e+04  1.3414126e+02
   6.000e+00    7.1971934e+04  1.3379879e+02
   2.400e+01    7.2271644e+04  1.3400071e+02
   8.000e+00    7.1655874e+04  1.3357529e+02
   2.200e+01    7.2006754e+04  1.3382215e+02
   1.000e+01    7.1554727e+04  1.3349950e+02
   2.000e+01    7.2020599e+04  1.3383312e+02
   1.200e+01    7.1868472e+04  1.3372845e+02
   1.800e+01    7.2213343e+04  1.3397773e+02
   1.400e+01    7.1862626e+04  1.3370649e+02
   1.600e+01    7.2073442e+04  1.3386926e+02
   2.800e+01    7.2212779e+04  1.3397331e+02
   1.200e+01    7.1853575e+04  1.3371916e+02
