#
#       Peak Name  Overlap_group
#        1001N-HN              4
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   116.099     7.889
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1609852e+02  5.6575592e-05 
# w1(Hz)        1.4073664e+01  1.0484654e-02 
# g1            1.3271216e+00  4.5074036e-03 
# f02(ppm)      7.8889042e+00  7.8067287e-06 
# w2(Hz)        1.9609757e+01  1.5126899e-02 
# g2            1.0735450e+00  4.3494216e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    1.1128169e+05  2.9476684e+02
   3.000e+01    9.6847693e+04  2.7252490e+02
   2.000e+00    9.6187711e+04  2.7117990e+02
   2.800e+01    9.7059075e+04  2.7278160e+02
   4.000e+00    9.5833294e+04  2.7062797e+02
   2.600e+01    9.6822335e+04  2.7243203e+02
   6.000e+00    9.5878604e+04  2.7075084e+02
   2.400e+01    9.6624745e+04  2.7214459e+02
   8.000e+00    9.6725257e+04  2.7196649e+02
   2.200e+01    9.6642801e+04  2.7211761e+02
   1.000e+01    9.6702358e+04  2.7198020e+02
   2.000e+01    9.6481376e+04  2.7189918e+02
   1.200e+01    9.6174083e+04  2.7129414e+02
   1.800e+01    9.6334626e+04  2.7163761e+02
   1.400e+01    9.6792466e+04  2.7212862e+02
   1.600e+01    9.6849552e+04  2.7224697e+02
   2.800e+01    9.6933104e+04  2.7260114e+02
   1.200e+01    9.6633396e+04  2.7187646e+02
