#
#       Peak Name  Overlap_group
#          21N-HN              2
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   119.436     7.815
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1943548e+02  7.1029697e-05 
# w1(Hz)        1.2678328e+01  1.4674778e-02 
# g1            1.4272458e+00  7.8827604e-03 
# f02(ppm)      7.8153744e+00  1.2675924e-05 
# w2(Hz)        2.0668042e+01  2.8710195e-02 
# g2            8.9262156e-01  7.5143326e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    8.1099125e+04  3.5631497e+02
   3.000e+01    7.2302723e+04  3.3613261e+02
   2.000e+00    7.2217946e+04  3.3599915e+02
   2.800e+01    7.2209013e+04  3.3591082e+02
   4.000e+00    7.2343474e+04  3.3623718e+02
   2.600e+01    7.2138995e+04  3.3574519e+02
   6.000e+00    7.2040863e+04  3.3556322e+02
   2.400e+01    7.2201706e+04  3.3590450e+02
   8.000e+00    7.2043775e+04  3.3555406e+02
   2.200e+01    7.2291369e+04  3.3612962e+02
   1.000e+01    7.2162301e+04  3.3581766e+02
   2.000e+01    7.2205427e+04  3.3593130e+02
   1.200e+01    7.2091407e+04  3.3565855e+02
   1.800e+01    7.2164734e+04  3.3584071e+02
   1.400e+01    7.2123779e+04  3.3572936e+02
   1.600e+01    7.2020913e+04  3.3552728e+02
   2.800e+01    7.2382578e+04  3.3629507e+02
   1.200e+01    7.2259232e+04  3.3600293e+02
