# ***
# *** The fit converged successfully 
# ***
# X2 of the fit  :  4.33568e+05
# Free Parameters:           24
# Data Points    :        12798
#   F2(ppm)     F1(ppm)        Data        Calc 
 7.3330e+00  1.1959e+02 -4.0448e+03  1.2355e+03 
 7.3369e+00  1.1959e+02 -5.2475e+03  2.1936e+03 
 7.3408e+00  1.1959e+02 -1.3106e+03  3.6981e+03 
 7.3447e+00  1.1959e+02  8.3316e+03  5.7439e+03 
 7.3486e+00  1.1959e+02  1.9723e+04  8.0880e+03 
 7.3525e+00  1.1959e+02  2.8975e+04  1.0215e+04 
 7.3564e+00  1.1959e+02  2.6375e+04  1.1440e+04 
 7.3603e+00  1.1959e+02  8.6204e+03  1.1244e+04 
 7.3642e+00  1.1959e+02 -1.7969e+04  9.7188e+03 
 7.3681e+00  1.1959e+02 -4.3508e+04  7.4720e+03 
 7.3720e+00  1.1959e+02 -5.8699e+04  5.1667e+03 
 7.3759e+00  1.1959e+02 -5.9579e+04  3.2497e+03 
 7.3798e+00  1.1959e+02 -5.0806e+04  1.8948e+03 
  
 7.3135e+00  1.1964e+02 -9.4825e+03  2.0974e+02 
 7.3174e+00  1.1964e+02 -1.0058e+04  2.5879e+02 
 7.3213e+00  1.1964e+02 -8.6682e+03  3.4391e+02 
 7.3252e+00  1.1964e+02 -1.7674e+03  5.1062e+02 
 7.3291e+00  1.1964e+02  5.0135e+03  8.4927e+02 
 7.3330e+00  1.1964e+02  6.8614e+03  1.5086e+03 
 7.3369e+00  1.1964e+02  6.4837e+03  2.6785e+03 
 7.3408e+00  1.1964e+02  1.0009e+04  4.5155e+03 
 7.3447e+00  1.1964e+02  1.9875e+04  7.0135e+03 
 7.3486e+00  1.1964e+02  3.4446e+04  9.8757e+03 
 7.3525e+00  1.1964e+02  4.3172e+04  1.2473e+04 
 7.3564e+00  1.1964e+02  3.8250e+04  1.3969e+04 
 7.3603e+00  1.1964e+02  2.0293e+04  1.3730e+04 
 7.3642e+00  1.1964e+02 -4.1226e+03  1.1867e+04 
 7.3681e+00  1.1964e+02 -2.7519e+04  9.1235e+03 
 7.3720e+00  1.1964e+02 -4.3881e+04  6.3087e+03 
 7.3759e+00  1.1964e+02 -5.0566e+04  3.9680e+03 
 7.3798e+00  1.1964e+02 -4.4452e+04  2.3136e+03 
 7.3837e+00  1.1964e+02 -2.6999e+04  1.2953e+03 
 7.3876e+00  1.1964e+02 -1.5230e+04  7.3706e+02 
 7.3915e+00  1.1964e+02 -1.3316e+04  4.5519e+02 
 7.3954e+00  1.1964e+02 -1.3489e+04  3.1631e+02 
 7.3993e+00  1.1964e+02 -1.3810e+04  2.4363e+02 
  
 7.3057e+00  1.1968e+02 -5.8404e+03  1.9050e+02 
 7.3096e+00  1.1968e+02 -4.4369e+03  2.2125e+02 
 7.3135e+00  1.1968e+02 -2.7150e+03  2.6233e+02 
 7.3174e+00  1.1968e+02 -2.5840e+03  3.2368e+02 
 7.3213e+00  1.1968e+02 -3.8857e+03  4.3015e+02 
 7.3252e+00  1.1968e+02 -4.9765e+03  6.3866e+02 
 7.3291e+00  1.1968e+02 -5.2466e+03  1.0622e+03 
 7.3330e+00  1.1968e+02 -8.9733e+03  1.8869e+03 
 7.3369e+00  1.1968e+02 -1.5832e+04  3.3502e+03 
 7.3408e+00  1.1968e+02 -2.0957e+04  5.6479e+03 
 7.3447e+00  1.1968e+02 -1.9181e+04  8.7722e+03 
 7.3486e+00  1.1968e+02 -9.7575e+03  1.2352e+04 
 7.3525e+00  1.1968e+02 -6.5706e+03  1.5601e+04 
 7.3564e+00  1.1968e+02 -1.2260e+04  1.7471e+04 
 7.3603e+00  1.1968e+02 -2.2790e+04  1.7173e+04 
 7.3642e+00  1.1968e+02 -3.3512e+04  1.4843e+04 
 7.3681e+00  1.1968e+02 -4.0741e+04  1.1411e+04 
