# ***
# *** The fit converged successfully 
# ***
# X2 of the fit  :  9.49148e+05
# Free Parameters:           24
# Data Points    :        12798
#   F2(ppm)     F1(ppm)        Data        Calc 
 7.9493e+00  1.1771e+02  1.2151e+05 -9.4614e+03 
 7.9532e+00  1.1771e+02  1.0923e+05 -2.2368e+04 
 7.9571e+00  1.1771e+02  9.3588e+04 -4.3720e+04 
 7.9610e+00  1.1771e+02  7.7415e+04 -7.1928e+04 
 7.9649e+00  1.1771e+02  6.0915e+04 -1.0025e+05 
 7.9688e+00  1.1771e+02  4.4296e+04 -1.1889e+05 
 7.9727e+00  1.1771e+02  2.8677e+04 -1.2046e+05 
 7.9766e+00  1.1771e+02  1.8798e+04 -1.0435e+05 
 7.9805e+00  1.1771e+02  1.4095e+04 -7.6958e+04 
 7.9844e+00  1.1771e+02  1.2530e+04 -4.8122e+04 
 7.9883e+00  1.1771e+02  1.8471e+04 -2.5366e+04 
 7.9922e+00  1.1771e+02  3.1964e+04 -1.1106e+04 
 7.9961e+00  1.1771e+02  4.5834e+04 -3.8445e+03 
  
 7.9298e+00  1.1776e+02  9.5183e+04  4.8624e+02 
 7.9337e+00  1.1776e+02  1.1659e+05  5.0408e+02 
 7.9376e+00  1.1776e+02  1.3050e+05  2.9823e+02 
 7.9415e+00  1.1776e+02  1.3717e+05 -6.8447e+02 
 7.9454e+00  1.1776e+02  1.3181e+05 -3.7862e+03 
 7.9493e+00  1.1776e+02  1.1483e+05 -1.1519e+04 
 7.9532e+00  1.1776e+02  1.0052e+05 -2.7232e+04 
 7.9571e+00  1.1776e+02  8.0343e+04 -5.3228e+04 
 7.9610e+00  1.1776e+02  5.9221e+04 -8.7571e+04 
 7.9649e+00  1.1776e+02  4.1681e+04 -1.2206e+05 
 7.9688e+00  1.1776e+02  2.9848e+04 -1.4474e+05 
 7.9727e+00  1.1776e+02  2.2405e+04 -1.4666e+05 
 7.9766e+00  1.1776e+02  1.9415e+04 -1.2704e+05 
 7.9805e+00  1.1776e+02  1.8229e+04 -9.3695e+04 
 7.9844e+00  1.1776e+02  2.1432e+04 -5.8587e+04 
