#
#       Peak Name  Overlap_group
#          15N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   119.420     8.422
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1942091e+02  4.1250891e-05 
# w1(Hz)        1.3773620e+01  8.8214895e-03 
# g1            1.2256730e+00  3.7819631e-03 
# f02(ppm)      8.4223879e+00  5.5946271e-06 
# w2(Hz)        1.8121224e+01  1.2149580e-02 
# g2            1.0467252e+00  3.3641966e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    9.8464189e+04  2.0142254e+02
   3.000e+01    8.3497692e+04  1.8759157e+02
   2.000e+00    8.1519712e+04  1.8586487e+02
   2.800e+01    8.3493660e+04  1.8758674e+02
   4.000e+00    8.1853024e+04  1.8615261e+02
   2.600e+01    8.3102687e+04  1.8724491e+02
   6.000e+00    8.1758610e+04  1.8607111e+02
   2.400e+01    8.2831429e+04  1.8700810e+02
   8.000e+00    8.1920115e+04  1.8620981e+02
   2.200e+01    8.3220313e+04  1.8734583e+02
   1.000e+01    8.2109568e+04  1.8637824e+02
   2.000e+01    8.2739049e+04  1.8692512e+02
   1.200e+01    8.2118249e+04  1.8638478e+02
   1.800e+01    8.2677364e+04  1.8687158e+02
   1.400e+01    8.2416005e+04  1.8664196e+02
   1.600e+01    8.2606760e+04  1.8681013e+02
   2.800e+01    8.3268354e+04  1.8738896e+02
   1.200e+01    8.2324411e+04  1.8656138e+02
