#
#       Peak Name  Overlap_group
#          56N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   112.477     8.533
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1248029e+02  4.2332463e-04 
# w1(Hz)        2.8325420e+01  1.2359284e-01 
# g1            2.6884715e-01  1.1579147e-02 
# f02(ppm)      8.5331024e+00  3.4131613e-05 
# w2(Hz)        2.3087321e+01  9.0089526e-02 
# g2            3.9585308e-01  1.0380788e-02 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    3.3464931e+04  1.7789971e+02
   3.000e+01    8.5332346e+03  8.6463305e+01
   2.000e+00    3.8764064e+03  7.8377491e+01
   2.800e+01    7.8319417e+03  8.4929241e+01
   4.000e+00    5.0400901e+03  7.9889970e+01
   2.600e+01    7.1966747e+03  8.3611661e+01
   6.000e+00    4.5376187e+03  7.9187538e+01
   2.400e+01    6.9379659e+03  8.3121884e+01
   8.000e+00    4.9189166e+03  7.9707934e+01
   2.200e+01    6.7775497e+03  8.2800720e+01
   1.000e+01    4.9305513e+03  7.9730068e+01
   2.000e+01    5.8433393e+03  8.1130810e+01
   1.200e+01    5.4655172e+03  8.0544103e+01
   1.800e+01    6.2078131e+03  8.1760975e+01
   1.400e+01    5.7558937e+03  8.1002619e+01
   1.600e+01    5.8449572e+03  8.1141294e+01
   2.800e+01    7.3351564e+03  8.3903132e+01
   1.200e+01    5.2652677e+03  8.0217382e+01
