#
#       Peak Name  Overlap_group
#          22N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   118.207     7.971
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1820756e+02  3.2717741e-05 
# w1(Hz)        1.3326431e+01  6.9109173e-03 
# g1            1.2949125e+00  3.2295282e-03 
# f02(ppm)      7.9710373e+00  4.6786488e-06 
# w2(Hz)        1.8421896e+01  1.0112140e-02 
# g2            1.0713462e+00  2.8157119e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    9.7411495e+04  1.6749096e+02
   3.000e+01    8.4570086e+04  1.5748956e+02
   2.000e+00    8.2386971e+04  1.5587238e+02
   2.800e+01    8.4686748e+04  1.5757975e+02
   4.000e+00    8.2553079e+04  1.5599800e+02
   2.600e+01    8.4495430e+04  1.5743823e+02
   6.000e+00    8.2630261e+04  1.5605462e+02
   2.400e+01    8.4257155e+04  1.5726162e+02
   8.000e+00    8.2728585e+04  1.5612613e+02
   2.200e+01    8.4185550e+04  1.5720431e+02
   1.000e+01    8.2978580e+04  1.5631091e+02
   2.000e+01    8.4043936e+04  1.5710122e+02
   1.200e+01    8.3199400e+04  1.5647432e+02
   1.800e+01    8.3753905e+04  1.5688587e+02
   1.400e+01    8.3261531e+04  1.5651730e+02
   1.600e+01    8.3503479e+04  1.5669821e+02
   2.800e+01    8.4585707e+04  1.5750499e+02
   1.200e+01    8.3100148e+04  1.5640294e+02
