#
#       Peak Name  Overlap_group
#          48N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   116.949     9.712
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1694992e+02  5.6635649e-05 
# w1(Hz)        1.4468316e+01  1.2417168e-02 
# g1            1.0949093e+00  4.5499019e-03 
# f02(ppm)      9.7117247e+00  1.1286875e-05 
# w2(Hz)        2.6274457e+01  2.8967868e-02 
# g2            4.7088161e-01  3.2112734e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    6.0983322e+04  1.5012511e+02
   3.000e+01    5.0412731e+04  1.3970945e+02
   2.000e+00    4.7815899e+04  1.3734924e+02
   2.800e+01    5.0026171e+04  1.3935198e+02
   4.000e+00    4.8502767e+04  1.3796512e+02
   2.600e+01    5.0355821e+04  1.3965611e+02
   6.000e+00    4.8059565e+04  1.3756616e+02
   2.400e+01    5.0322545e+04  1.3962627e+02
   8.000e+00    4.9334194e+04  1.3871782e+02
   2.200e+01    5.0625039e+04  1.3990771e+02
   1.000e+01    4.9303914e+04  1.3869110e+02
   2.000e+01    5.0830913e+04  1.4009763e+02
   1.200e+01    5.0023377e+04  1.3935012e+02
   1.800e+01    5.0422664e+04  1.3971825e+02
   1.400e+01    4.9499284e+04  1.3886849e+02
   1.600e+01    4.9876455e+04  1.3921501e+02
   2.800e+01    4.9826034e+04  1.3916755e+02
   1.200e+01    4.9495574e+04  1.3886533e+02
