# ***
# *** The fit converged successfully 
# ***
# X2 of the fit  :  2.14839e+06
# Free Parameters:           24
# Data Points    :        12798
#   F2(ppm)     F1(ppm)        Data        Calc 
 7.4890e+00  1.2026e+02 -7.7227e+04 -9.6108e+03 
 7.4929e+00  1.2026e+02 -5.8620e+04 -2.0029e+04 
 7.4968e+00  1.2026e+02 -4.0143e+04 -3.8951e+04 
 7.5007e+00  1.2026e+02 -3.0738e+04 -6.7880e+04 
 7.5046e+00  1.2026e+02 -3.5818e+04 -1.0412e+05 
 7.5085e+00  1.2026e+02 -5.7019e+04 -1.3932e+05 
 7.5124e+00  1.2026e+02 -8.5428e+04 -1.6140e+05 
 7.5163e+00  1.2026e+02 -1.0560e+05 -1.6067e+05 
 7.5202e+00  1.2026e+02 -1.0548e+05 -1.3749e+05 
 7.5241e+00  1.2026e+02 -8.8556e+04 -1.0191e+05 
 7.5280e+00  1.2026e+02 -6.6103e+04 -6.5929e+04 
 7.5319e+00  1.2026e+02 -4.8595e+04 -3.7565e+04 
 7.5358e+00  1.2026e+02 -4.0458e+04 -1.9211e+04 
  
 7.4695e+00  1.2031e+02  4.0770e+04 -1.2783e+03 
 7.4734e+00  1.2031e+02  3.1666e+04 -1.5562e+03 
 7.4773e+00  1.2031e+02  1.3753e+04 -2.0437e+03 
 7.4812e+00  1.2031e+02 -1.8301e+04 -3.1066e+03 
 7.4851e+00  1.2031e+02 -5.4239e+04 -5.6758e+03 
 7.4890e+00  1.2031e+02 -6.9075e+04 -1.1703e+04 
 7.4929e+00  1.2031e+02 -5.2265e+04 -2.4390e+04 
 7.4968e+00  1.2031e+02 -2.9542e+04 -4.7431e+04 
 7.5007e+00  1.2031e+02 -1.7200e+04 -8.2658e+04 
 7.5046e+00  1.2031e+02 -2.3754e+04 -1.2678e+05 
 7.5085e+00  1.2031e+02 -5.5832e+04 -1.6965e+05 
 7.5124e+00  1.2031e+02 -9.7926e+04 -1.9654e+05 
 7.5163e+00  1.2031e+02 -1.2965e+05 -1.9566e+05 
 7.5202e+00  1.2031e+02 -1.3487e+05 -1.6743e+05 
 7.5241e+00  1.2031e+02 -1.1274e+05 -1.2410e+05 
 7.5280e+00  1.2031e+02 -7.6239e+04 -8.0283e+04 
 7.5319e+00  1.2031e+02 -3.8454e+04 -4.5743e+04 
 7.5358e+00  1.2031e+02 -8.7414e+03 -2.3394e+04 
 7.5397e+00  1.2031e+02  7.1339e+03 -1.1202e+04 
 7.5436e+00  1.2031e+02  1.2812e+04 -5.4547e+03 
 7.5475e+00  1.2031e+02  1.1694e+04 -3.0156e+03 
