# ***
# *** The fit converged successfully 
# ***
# X2 of the fit  :  4.33828e+05
# Free Parameters:           24
# Data Points    :        12798
#   F2(ppm)     F1(ppm)        Data        Calc 
 7.8557e+00  1.1665e+02 -1.7101e+04  5.6210e+03 
 7.8596e+00  1.1665e+02 -6.2690e+03  1.1135e+04 
 7.8635e+00  1.1665e+02  4.9235e+04  2.0354e+04 
 7.8674e+00  1.1665e+02  3.4565e+04  3.3351e+04 
 7.8713e+00  1.1665e+02  1.1179e+04  4.8339e+04 
 7.8752e+00  1.1665e+02 -4.2951e+04  6.1495e+04 
 7.8791e+00  1.1665e+02 -8.1975e+04  6.8114e+04 
 7.8830e+00  1.1665e+02 -8.9476e+04  6.5278e+04 
 7.8869e+00  1.1665e+02 -1.0028e+05  5.4289e+04 
 7.8908e+00  1.1665e+02 -1.1869e+05  3.9503e+04 
 7.8947e+00  1.1665e+02 -9.1521e+04  2.5339e+04 
 7.8986e+00  1.1665e+02 -5.6384e+04  1.4471e+04 
 7.9025e+00  1.1665e+02 -4.6969e+04  7.5146e+03 
  
 7.8362e+00  1.1670e+02  1.3411e+04  6.4690e+02 
 7.8401e+00  1.1670e+02 -2.3396e+03  8.0612e+02 
 7.8440e+00  1.1670e+02 -7.7675e+03  1.1092e+03 
 7.8479e+00  1.1670e+02 -1.9322e+03  1.7883e+03 
 7.8518e+00  1.1670e+02  1.5302e+04  3.3686e+03 
 7.8557e+00  1.1670e+02  3.6620e+04  6.8190e+03 
 7.8596e+00  1.1670e+02  4.5157e+04  1.3508e+04 
 7.8635e+00  1.1670e+02  1.0532e+05  2.4692e+04 
 7.8674e+00  1.1670e+02  1.2136e+05  4.0459e+04 
 7.8713e+00  1.1670e+02  2.3437e+04  5.8641e+04 
 7.8752e+00  1.1670e+02 -6.6770e+04  7.4601e+04 
 7.8791e+00  1.1670e+02 -1.2155e+05  8.2631e+04 
 7.8830e+00  1.1670e+02 -1.6245e+05  7.9191e+04 
 7.8869e+00  1.1670e+02 -2.1625e+05  6.5859e+04 
 7.8908e+00  1.1670e+02 -2.2993e+05  4.7923e+04 
 7.8947e+00  1.1670e+02 -1.0894e+05  3.0739e+04 
