#
#       Peak Name  Overlap_group
#          38N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   118.542     7.411
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1854253e+02  4.7662489e-05 
# w1(Hz)        1.3429632e+01  1.0055405e-02 
# g1            1.3036311e+00  4.6939141e-03 
# f02(ppm)      7.4112097e+00  7.3288693e-06 
# w2(Hz)        1.9702624e+01  1.6247426e-02 
# g2            9.5460994e-01  3.8260093e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    9.4981480e+04  2.3538037e+02
   3.000e+01    8.3241027e+04  2.2255184e+02
   2.000e+00    8.1293170e+04  2.2051849e+02
   2.800e+01    8.3187513e+04  2.2249545e+02
   4.000e+00    8.1017232e+04  2.2023299e+02
   2.600e+01    8.2883366e+04  2.2217510e+02
   6.000e+00    8.1364429e+04  2.2059346e+02
   2.400e+01    8.2679951e+04  2.2196392e+02
   8.000e+00    8.1435961e+04  2.2066675e+02
   2.200e+01    8.2594031e+04  2.2187367e+02
   1.000e+01    8.1696718e+04  2.2093869e+02
   2.000e+01    8.2348634e+04  2.2161701e+02
   1.200e+01    8.1813241e+04  2.2105975e+02
   1.800e+01    8.2372449e+04  2.2163977e+02
   1.400e+01    8.2186247e+04  2.2144537e+02
   1.600e+01    8.2259975e+04  2.2152240e+02
   2.800e+01    8.2894318e+04  2.2219374e+02
   1.200e+01    8.1901968e+04  2.2115432e+02
