#
#       Peak Name  Overlap_group
#          40N-HN              5
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   116.657     8.218
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1665729e+02  5.4955259e-05 
# w1(Hz)        1.3267139e+01  1.1385466e-02 
# g1            1.3864101e+00  5.7122004e-03 
# f02(ppm)      8.2181865e+00  7.9596241e-06 
# w2(Hz)        1.8107258e+01  1.8067543e-02 
# g2            8.6913327e-01  4.5770026e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    1.0308419e+05  3.0638575e+02
   3.000e+01    9.0246348e+04  2.8871998e+02
   2.000e+00    8.8940194e+04  2.8701664e+02
   2.800e+01    9.0179043e+04  2.8862636e+02
   4.000e+00    8.8616560e+04  2.8659247e+02
   2.600e+01    9.0155523e+04  2.8859768e+02
   6.000e+00    8.9099785e+04  2.8722646e+02
   2.400e+01    9.0176295e+04  2.8863007e+02
   8.000e+00    8.9116552e+04  2.8724763e+02
   2.200e+01    9.0053374e+04  2.8846324e+02
   1.000e+01    8.9262526e+04  2.8743683e+02
   2.000e+01    8.9907725e+04  2.8827277e+02
   1.200e+01    8.9746514e+04  2.8806366e+02
   1.800e+01    8.9738038e+04  2.8805094e+02
   1.400e+01    8.9577714e+04  2.8784590e+02
   1.600e+01    8.9404418e+04  2.8761810e+02
   2.800e+01    9.0128077e+04  2.8856272e+02
   1.200e+01    8.9550002e+04  2.8780935e+02
