#
#       Peak Name  Overlap_group
#          51N-HN              6
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   123.788     7.424
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2378925e+02  6.3336494e-05 
# w1(Hz)        1.3677095e+01  1.2211356e-02 
# g1            1.3401343e+00  5.7271811e-03 
# f02(ppm)      7.4245370e+00  1.0739761e-05 
# w2(Hz)        2.1092813e+01  2.5920543e-02 
# g2            5.2738693e-01  4.5677801e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    9.3238329e+04  3.0271925e+02
   3.000e+01    8.4015781e+04  2.8778254e+02
   2.000e+00    8.3351567e+04  2.8679538e+02
   2.800e+01    8.4032500e+04  2.8781379e+02
   4.000e+00    8.3364255e+04  2.8681190e+02
   2.600e+01    8.3975246e+04  2.8778241e+02
   6.000e+00    8.3387865e+04  2.8681653e+02
   2.400e+01    8.4068591e+04  2.8790744e+02
   8.000e+00    8.3321885e+04  2.8679848e+02
   2.200e+01    8.3650106e+04  2.8730241e+02
   1.000e+01    8.3692234e+04  2.8735866e+02
   2.000e+01    8.3953069e+04  2.8773990e+02
   1.200e+01    8.3411119e+04  2.8695360e+02
   1.800e+01    8.3585990e+04  2.8724736e+02
   1.400e+01    8.3524614e+04  2.8711216e+02
   1.600e+01    8.3869307e+04  2.8763603e+02
   2.800e+01    8.3776249e+04  2.8747887e+02
   1.200e+01    8.3480957e+04  2.8700851e+02
