#
#       Peak Name  Overlap_group
#          53N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   126.318     8.344
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2631692e+02  1.2331496e-04 
# w1(Hz)        1.8322709e+01  3.0578670e-02 
# g1            6.2574500e-01  5.8474948e-03 
# f02(ppm)      8.3432467e+00  2.2014884e-05 
# w2(Hz)        3.0489305e+01  6.1521875e-02 
# g2            2.7877934e-01  4.7833341e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    4.3201757e+04  1.3098458e+02
   3.000e+01    2.4834802e+04  1.0341608e+02
   2.000e+00    1.8259603e+04  9.6075531e+01
   2.800e+01    2.4612284e+04  1.0314485e+02
   4.000e+00    1.8677413e+04  9.6491127e+01
   2.600e+01    2.4260902e+04  1.0271774e+02
   6.000e+00    1.8537282e+04  9.6349243e+01
   2.400e+01    2.3669926e+04  1.0199849e+02
   8.000e+00    1.9024143e+04  9.6840044e+01
   2.200e+01    2.3469639e+04  1.0175428e+02
   1.000e+01    1.9959887e+04  9.7809513e+01
   2.000e+01    2.2204578e+04  1.0027348e+02
   1.200e+01    2.0715040e+04  9.8621929e+01
   1.800e+01    2.1979949e+04  1.0002153e+02
   1.400e+01    2.1397873e+04  9.9372797e+01
   1.600e+01    2.2060788e+04  1.0012006e+02
   2.800e+01    2.5149889e+04  1.0381210e+02
   1.200e+01    2.0730294e+04  9.8640626e+01
