# ***
# *** The fit converged successfully 
# ***
# X2 of the fit  :  3.85426e+06
# Free Parameters:           72
# Data Points    :        24246
#   F2(ppm)     F1(ppm)        Data        Calc 
 7.7581e+00  1.1535e+02 -7.0985e+03 -4.6923e+03 
 7.7620e+00  1.1535e+02  4.8966e+03 -9.1624e+03 
 7.7659e+00  1.1535e+02  1.5408e+04 -1.6016e+04 
 7.7698e+00  1.1535e+02  2.0235e+04 -2.4993e+04 
 7.7737e+00  1.1535e+02  1.6851e+04 -3.4768e+04 
 7.7776e+00  1.1535e+02  6.2619e+03 -4.3058e+04 
 7.7815e+00  1.1535e+02 -5.2128e+03 -4.7368e+04 
 7.7854e+00  1.1535e+02 -1.4045e+04 -4.6192e+04 
 7.7893e+00  1.1535e+02 -2.0100e+04 -3.9941e+04 
 7.7932e+00  1.1535e+02 -2.4988e+04 -3.0670e+04 
 7.7971e+00  1.1535e+02 -2.3414e+04 -2.0914e+04 
 7.8010e+00  1.1535e+02  4.8154e+02 -1.2622e+04 
 7.8050e+00  1.1535e+02  6.7641e+04 -6.6638e+03 
  
 7.7386e+00  1.1539e+02 -3.2855e+04 -6.1573e+01 
 7.7425e+00  1.1539e+02 -2.1776e+04 -1.6608e+02 
 7.7464e+00  1.1539e+02 -1.2046e+04 -4.3713e+02 
 7.7503e+00  1.1539e+02 -4.3066e+03 -1.1107e+03 
 7.7542e+00  1.1539e+02 -1.4366e+04 -2.6355e+03 
 7.7581e+00  1.1539e+02 -3.1887e+03 -5.7066e+03 
 7.7620e+00  1.1539e+02  6.1089e+03 -1.1134e+04 
 7.7659e+00  1.1539e+02  1.2948e+04 -1.9455e+04 
 7.7698e+00  1.1539e+02  1.8818e+04 -3.0355e+04 
 7.7737e+00  1.1539e+02  1.8263e+04 -4.2224e+04 
 7.7776e+00  1.1539e+02  1.6291e+04 -5.2289e+04 
 7.7815e+00  1.1539e+02  1.2656e+04 -5.7522e+04 
 7.7854e+00  1.1539e+02  1.0318e+04 -5.6096e+04 
 7.7893e+00  1.1539e+02  1.1116e+04 -4.8509e+04 
 7.7932e+00  1.1539e+02  1.1071e+04 -3.7255e+04 
 7.7971e+00  1.1539e+02  8.9592e+03 -2.5414e+04 
 7.8010e+00  1.1539e+02  9.5121e+03 -1.5350e+04 
 7.8050e+00  1.1539e+02  2.1743e+04 -8.1196e+03 
 7.8089e+00  1.1539e+02  4.7875e+04 -3.6192e+03 
 7.8128e+00  1.1539e+02  5.5692e+04 -1.1329e+03 
 7.8167e+00  1.1539e+02  1.3017e+05  1.3877e+02 
 7.8206e+00  1.1539e+02  1.8576e+05  7.9208e+02 
 7.8245e+00  1.1539e+02  2.1111e+05  1.1489e+03 
  
 7.7308e+00  1.1544e+02 -6.1842e+04 -6.9720e+00 
 7.7347e+00  1.1544e+02 -5.6664e+04 -3.3026e+01 
 7.7386e+00  1.1544e+02 -3.9922e+04 -8.6277e+01 
 7.7425e+00  1.1544e+02 -2.0562e+04 -2.1633e+02 
 7.7464e+00  1.1544e+02 -5.4239e+03 -5.5270e+02 
 7.7503e+00  1.1544e+02  7.3054e+03 -1.3876e+03 
 7.7542e+00  1.1544e+02 -8.0624e+03 -3.2769e+03 
 7.7581e+00  1.1544e+02 -1.5007e+04 -7.0812e+03 
 7.7620e+00  1.1544e+02 -2.1341e+04 -1.3804e+04 
 7.7659e+00  1.1544e+02 -2.9710e+04 -2.4111e+04 
 7.7698e+00  1.1544e+02 -3.5132e+04 -3.7610e+04 
 7.7737e+00  1.1544e+02 -4.0686e+04 -5.2311e+04 
 7.7776e+00  1.1544e+02 -3.8813e+04 -6.4778e+04 
 7.7815e+00  1.1544e+02 -3.3349e+04 -7.1261e+04 
 7.7854e+00  1.1544e+02 -2.2954e+04 -6.9497e+04 
 7.7893e+00  1.1544e+02 -6.9145e+03 -6.0103e+04 
 7.7932e+00  1.1544e+02  8.3829e+03 -4.6169e+04 
 7.7971e+00  1.1544e+02  1.4371e+04 -3.1507e+04 
 7.8010e+00  1.1544e+02  3.7256e+03 -1.9047e+04 
 7.8050e+00  1.1544e+02 -2.6693e+04 -1.0097e+04 
 7.8089e+00  1.1544e+02 -7.7873e+04 -4.5290e+03 
 7.8128e+00  1.1544e+02 -9.9796e+04 -1.4564e+03 
 7.8167e+00  1.1544e+02 -8.9923e+04  1.1047e+02 
 7.8206e+00  1.1544e+02 -7.0428e+04  9.1033e+02 
 7.8245e+00  1.1544e+02 -3.8821e+04  1.3434e+03 
 7.8284e+00  1.1544e+02 -4.7954e+03  1.4731e+03 
 7.8323e+00  1.1544e+02  2.0525e+04  9.5494e+02 
  
 7.7191e+00  1.1549e+02 -3.1453e+04  2.4667e+01 
 7.7230e+00  1.1549e+02 -4.6504e+04  1.3863e+01 
 7.7269e+00  1.1549e+02 -6.3021e+04 -6.6232e-01 
 7.7308e+00  1.1549e+02 -7.1581e+04 -2.1329e+01 
 7.7347e+00  1.1549e+02 -6.4463e+04 -5.5069e+01 
 7.7386e+00  1.1549e+02 -4.3859e+04 -1.2333e+02 
 7.7425e+00  1.1549e+02 -1.9291e+04 -2.8897e+02 
 7.7464e+00  1.1549e+02 -1.9757e+03 -7.1607e+02 
 7.7503e+00  1.1549e+02  6.1783e+03 -1.7748e+03 
 7.7542e+00  1.1549e+02 -1.6803e+03 -4.1695e+03 
 7.7581e+00  1.1549e+02 -3.8316e+04 -8.9903e+03 
 7.7620e+00  1.1549e+02 -7.5074e+04 -1.7509e+04 
 7.7659e+00  1.1549e+02 -1.1458e+05 -3.0567e+04 
 7.7698e+00  1.1549e+02 -1.5056e+05 -4.7672e+04 
 7.7737e+00  1.1549e+02 -1.7726e+05 -6.6298e+04 
 7.7776e+00  1.1549e+02 -1.8564e+05 -8.2094e+04 
 7.7815e+00  1.1549e+02 -1.7636e+05 -9.0310e+04 
 7.7854e+00  1.1549e+02 -1.5006e+05 -8.8078e+04 
 7.7893e+00  1.1549e+02 -1.1106e+05 -7.6180e+04 
 7.7932e+00  1.1549e+02 -6.9067e+04 -5.8531e+04 
 7.7971e+00  1.1549e+02 -3.9474e+04 -3.9961e+04 
 7.8010e+00  1.1549e+02 -3.8521e+04 -2.4181e+04 
 7.8050e+00  1.1549e+02 -7.6449e+04 -1.2850e+04 
 7.8089e+00  1.1549e+02 -1.4675e+05 -5.8033e+03 
 7.8128e+00  1.1549e+02 -1.5950e+05 -1.9200e+03 
 7.8167e+00  1.1549e+02 -1.9222e+05  5.3800e+01 
 7.8206e+00  1.1549e+02 -1.9078e+05  1.0542e+03 
 7.8245e+00  1.1549e+02 -1.5639e+05  1.5904e+03 
 7.8284e+00  1.1549e+02 -1.0512e+05  1.7522e+03 
 7.8323e+00  1.1549e+02 -5.3275e+04  1.1296e+03 
 7.8362e+00  1.1549e+02 -1.0065e+04 -1.4234e+03 
 7.8401e+00  1.1549e+02 -3.6962e+04 -8.0036e+03 
 7.8440e+00  1.1549e+02 -1.7356e+04 -2.1357e+04 
 7.8479e+00  1.1549e+02 -8.6656e+03 -4.3495e+04 
 7.8518e+00  1.1549e+02  1.7014e+03 -7.3375e+04 
 7.8557e+00  1.1549e+02  1.9383e+04 -1.0529e+05 
 7.8596e+00  1.1549e+02  3.9084e+04 -1.3059e+05 
 7.8635e+00  1.1549e+02  4.4543e+04 -1.4290e+05 
 7.8674e+00  1.1549e+02  3.0398e+04 -1.4151e+05 
 7.8713e+00  1.1549e+02  1.5977e+04 -1.3064e+05 
 7.8752e+00  1.1549e+02 -1.8635e+04 -1.1836e+05 
 7.8791e+00  1.1549e+02 -6.7123e+04 -1.1171e+05 
 7.8830e+00  1.1549e+02 -1.1382e+05 -1.1120e+05 
 7.8869e+00  1.1549e+02 -1.4010e+05 -1.1106e+05 
  
 7.7152e+00  1.1554e+02 -1.9833e+04  3.1861e+01 
 7.7191e+00  1.1554e+02 -2.3916e+04  2.0906e+01 
 7.7230e+00  1.1554e+02 -3.4784e+04  6.5398e+00 
 7.7269e+00  1.1554e+02 -4.7792e+04 -1.2627e+01 
 7.7308e+00  1.1554e+02 -5.4804e+04 -3.9689e+01 
 7.7347e+00  1.1554e+02 -5.0864e+04 -8.3506e+01 
 7.7386e+00  1.1554e+02 -3.4011e+04 -1.7148e+02 
 7.7425e+00  1.1554e+02 -1.1201e+04 -3.8388e+02 
 7.7464e+00  1.1554e+02  4.3951e+03 -9.3028e+02 
 7.7503e+00  1.1554e+02  2.0287e+03 -2.2835e+03 
 7.7542e+00  1.1554e+02  3.4228e+03 -5.3429e+03 
 7.7581e+00  1.1554e+02 -4.6463e+04 -1.1501e+04 
 7.7620e+00  1.1554e+02 -1.0608e+05 -2.2381e+04 
 7.7659e+00  1.1554e+02 -1.6617e+05 -3.9060e+04 
 7.7698e+00  1.1554e+02 -2.2051e+05 -6.0906e+04 
 7.7737e+00  1.1554e+02 -2.5623e+05 -8.4695e+04 
 7.7776e+00  1.1554e+02 -2.6902e+05 -1.0487e+05 
 7.7815e+00  1.1554e+02 -2.5510e+05 -1.1537e+05 
 7.7854e+00  1.1554e+02 -2.1913e+05 -1.1252e+05 
 7.7893e+00  1.1554e+02 -1.7230e+05 -9.7327e+04 
 7.7932e+00  1.1554e+02 -1.2457e+05 -7.4792e+04 
 7.7971e+00  1.1554e+02 -8.9927e+04 -5.1080e+04 
 7.8010e+00  1.1554e+02 -8.2530e+04 -3.0932e+04 
 7.8050e+00  1.1554e+02 -1.0826e+05 -1.6467e+04 
 7.8089e+00  1.1554e+02 -1.4508e+05 -7.4762e+03 
 7.8128e+00  1.1554e+02 -1.5097e+05 -2.5259e+03 
 7.8167e+00  1.1554e+02 -1.8252e+05 -1.6145e+01 
 7.8206e+00  1.1554e+02 -1.7573e+05  1.2487e+03 
 7.8245e+00  1.1554e+02 -1.3983e+05  1.9213e+03 
 7.8284e+00  1.1554e+02 -9.3503e+04  2.1252e+03 
 7.8323e+00  1.1554e+02 -5.0779e+04  1.3622e+03 
 7.8362e+00  1.1554e+02 -1.3269e+03 -1.7732e+03 
 7.8401e+00  1.1554e+02 -3.1020e+04 -9.8557e+03 
 7.8440e+00  1.1554e+02 -2.2266e+04 -2.6257e+04 
 7.8479e+00  1.1554e+02 -2.1889e+04 -5.3448e+04 
 7.8518e+00  1.1554e+02 -2.2657e+04 -9.0143e+04 
 7.8557e+00  1.1554e+02 -2.0690e+04 -1.2932e+05 
 7.8596e+00  1.1554e+02 -5.9518e+03 -1.6032e+05 
 7.8635e+00  1.1554e+02  1.0686e+04 -1.7527e+05 
 7.8674e+00  1.1554e+02  8.5437e+03 -1.7319e+05 
 7.8713e+00  1.1554e+02 -3.4584e+03 -1.5917e+05 
 7.8752e+00  1.1554e+02 -2.9197e+04 -1.4307e+05 
 7.8791e+00  1.1554e+02 -7.8005e+04 -1.3367e+05 
 7.8830e+00  1.1554e+02 -1.2772e+05 -1.3188e+05 
 7.8869e+00  1.1554e+02 -1.5626e+05 -1.3098e+05 
 7.8908e+00  1.1554e+02 -1.5569e+05 -1.2300e+05 
 7.8947e+00  1.1554e+02 -1.1964e+05 -1.0439e+05 
 7.8986e+00  1.1554e+02 -7.8083e+04 -7.7909e+04 
 7.9025e+00  1.1554e+02 -4.7747e+04 -5.0299e+04 
 7.9064e+00  1.1554e+02 -2.2522e+04 -2.7656e+04 
  
 7.7113e+00  1.1559e+02 -2.6719e+04  7.8151e+01 
 7.7152e+00  1.1559e+02 -1.0325e+04  7.0920e+01 
 7.7191e+00  1.1559e+02 -1.3143e+03  6.1046e+01 
 7.7230e+00  1.1559e+02 -1.3090e+03  4.7649e+01 
 7.7269e+00  1.1559e+02 -6.4380e+03  2.9248e+01 
 7.7308e+00  1.1559e+02 -1.1254e+04  2.5212e+00 
 7.7347e+00  1.1559e+02 -1.2947e+04 -4.2077e+01 
 7.7386e+00  1.1559e+02 -5.9462e+03 -1.3411e+02 
 7.7425e+00  1.1559e+02  8.7751e+03 -3.6025e+02 
 7.7464e+00  1.1559e+02  2.1433e+04 -9.4679e+02 
 7.7503e+00  1.1559e+02  1.4435e+04 -2.4043e+03 
 7.7542e+00  1.1559e+02  9.7037e+03 -5.7042e+03 
 7.7581e+00  1.1559e+02 -1.7993e+04 -1.2350e+04 
 7.7620e+00  1.1559e+02 -6.7837e+04 -2.4096e+04 
 7.7659e+00  1.1559e+02 -1.1436e+05 -4.2103e+04 
 7.7698e+00  1.1559e+02 -1.5105e+05 -6.5691e+04 
 7.7737e+00  1.1559e+02 -1.6403e+05 -9.1376e+04 
 7.7776e+00  1.1559e+02 -1.6063e+05 -1.1316e+05 
 7.7815e+00  1.1559e+02 -1.3711e+05 -1.2448e+05 
 7.7854e+00  1.1559e+02 -1.0476e+05 -1.2140e+05 
 7.7893e+00  1.1559e+02 -7.9491e+04 -1.0498e+05 
 7.7932e+00  1.1559e+02 -6.7254e+04 -8.0622e+04 
 7.7971e+00  1.1559e+02 -6.9693e+04 -5.4995e+04 
 7.8010e+00  1.1559e+02 -8.4630e+04 -3.3214e+04 
 7.8050e+00  1.1559e+02 -1.0170e+05 -1.7566e+04 
 7.8089e+00  1.1559e+02 -9.6017e+04 -7.8252e+03 
 7.8128e+00  1.1559e+02 -1.0812e+05 -2.4422e+03 
 7.8167e+00  1.1559e+02 -1.0375e+05  3.1266e+02 
 7.8206e+00  1.1559e+02 -7.9798e+04  1.7298e+03 
 7.8245e+00  1.1559e+02 -4.5550e+04  2.5040e+03 
 7.8284e+00  1.1559e+02 -1.5210e+04  2.7293e+03 
 7.8323e+00  1.1559e+02  2.5100e+03  1.7543e+03 
 7.8362e+00  1.1559e+02  2.3283e+04 -2.1959e+03 
 7.8401e+00  1.1559e+02  2.4120e+04 -1.2359e+04 
 7.8440e+00  1.1559e+02 -1.3391e+04 -3.2972e+04 
 7.8479e+00  1.1559e+02 -4.6393e+04 -6.7136e+04 
 7.8518e+00  1.1559e+02 -8.1803e+04 -1.1323e+05 
 7.8557e+00  1.1559e+02 -1.1791e+05 -1.6242e+05 
 7.8596e+00  1.1559e+02 -1.2946e+05 -2.0128e+05 
 7.8635e+00  1.1559e+02 -1.1538e+05 -2.1981e+05 
 7.8674e+00  1.1559e+02 -9.7909e+04 -2.1666e+05 
 7.8713e+00  1.1559e+02 -9.2886e+04 -1.9808e+05 
 7.8752e+00  1.1559e+02 -9.3443e+04 -1.7640e+05 
 7.8791e+00  1.1559e+02 -1.2112e+05 -1.6282e+05 
 7.8830e+00  1.1559e+02 -1.5304e+05 -1.5890e+05 
 7.8869e+00  1.1559e+02 -1.7408e+05 -1.5675e+05 
 7.8908e+00  1.1559e+02 -1.7078e+05 -1.4669e+05 
 7.8947e+00  1.1559e+02 -1.1995e+05 -1.2430e+05 
 7.8986e+00  1.1559e+02 -8.0698e+04 -9.2686e+04 
 7.9025e+00  1.1559e+02 -4.9397e+04 -5.9784e+04 
 7.9064e+00  1.1559e+02 -2.8015e+04 -3.2818e+04 
 7.9103e+00  1.1559e+02 -2.2396e+04 -1.4818e+04 
 7.9142e+00  1.1559e+02 -2.2497e+04 -4.8811e+03 
  
 7.7074e+00  1.1563e+02 -6.3399e+04  3.9268e+02 
 7.7113e+00  1.1563e+02 -4.8620e+04  4.1706e+02 
 7.7152e+00  1.1563e+02 -2.2828e+04  4.4412e+02 
 7.7191e+00  1.1563e+02 -8.8285e+02  4.7433e+02 
 7.7230e+00  1.1563e+02  1.3129e+04  5.0831e+02 
 7.7269e+00  1.1563e+02  1.8686e+04  5.4702e+02 
 7.7308e+00  1.1563e+02  1.7105e+04  5.9230e+02 
 7.7347e+00  1.1563e+02  1.1154e+04  6.4901e+02 
 7.7386e+00  1.1563e+02  8.1018e+03  7.3163e+02 
 7.7425e+00  1.1563e+02  1.3983e+04  8.8191e+02 
 7.7464e+00  1.1563e+02  2.7511e+04  1.2083e+03 
 7.7503e+00  1.1563e+02  3.4627e+04  1.9549e+03 
 7.7542e+00  1.1563e+02  2.0700e+04  3.5857e+03 
 7.7581e+00  1.1563e+02  2.9381e+04  6.8188e+03 
 7.7620e+00  1.1563e+02  1.7115e+04  1.2492e+04 
 7.7659e+00  1.1563e+02  4.6738e+03  2.1160e+04 
 7.7698e+00  1.1563e+02  2.9757e+03  3.2499e+04 
 7.7737e+00  1.1563e+02  2.3610e+04  4.4851e+04 
 7.7776e+00  1.1563e+02  5.3663e+04  5.5353e+04 
 7.7815e+00  1.1563e+02  8.7196e+04  6.0883e+04 
 7.7854e+00  1.1563e+02  1.0560e+05  5.9558e+04 
 7.7893e+00  1.1563e+02  9.4086e+04  5.1894e+04 
 7.7932e+00  1.1563e+02  5.1753e+04  4.0472e+04 
 7.7971e+00  1.1563e+02 -5.9970e+03  2.8477e+04 
 7.8010e+00  1.1563e+02 -5.3837e+04  1.8357e+04 
 7.8050e+00  1.1563e+02 -6.6424e+04  1.1215e+04 
 7.8089e+00  1.1563e+02 -4.5959e+04  6.9563e+03 
 7.8128e+00  1.1563e+02 -5.8536e+04  4.8581e+03 
 7.8167e+00  1.1563e+02 -2.0199e+04  4.1112e+03 
 7.8206e+00  1.1563e+02  1.3540e+04  4.0896e+03 
 7.8245e+00  1.1563e+02  3.9162e+04  4.3359e+03 
 7.8284e+00  1.1563e+02  5.3051e+04  4.3090e+03 
 7.8323e+00  1.1563e+02  5.0802e+04  2.8925e+03 
 7.8362e+00  1.1563e+02  3.0494e+04 -2.3045e+03 
 7.8401e+00  1.1563e+02  6.9530e+04 -1.5492e+04 
 7.8440e+00  1.1563e+02 -3.1025e+03 -4.2148e+04 
 7.8479e+00  1.1563e+02 -7.1344e+04 -8.6276e+04 
 7.8518e+00  1.1563e+02 -1.4521e+05 -1.4578e+05 
 7.8557e+00  1.1563e+02 -2.2611e+05 -2.0924e+05 
 7.8596e+00  1.1563e+02 -2.8845e+05 -2.5926e+05 
 7.8635e+00  1.1563e+02 -3.0864e+05 -2.8283e+05 
 7.8674e+00  1.1563e+02 -2.9818e+05 -2.7801e+05 
 7.8713e+00  1.1563e+02 -2.8838e+05 -2.5265e+05 
 7.8752e+00  1.1563e+02 -2.5642e+05 -2.2257e+05 
