#
#       Peak Name  Overlap_group
#          36N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   123.391     9.278
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2339069e+02  3.3944783e-05 
# w1(Hz)        1.3575658e+01  7.3645268e-03 
# g1            1.1425032e+00  2.9541349e-03 
# f02(ppm)      9.2776149e+00  6.2383595e-06 
# w2(Hz)        2.3029256e+01  1.5449793e-02 
# g2            5.6376280e-01  2.1371042e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    6.4248486e+04  9.5565941e+01
   3.000e+01    4.6034942e+04  8.3358677e+01
   2.000e+00    4.5370950e+04  8.2957297e+01
   2.800e+01    4.5977292e+04  8.3321584e+01
   4.000e+00    4.5420699e+04  8.2987055e+01
   2.600e+01    4.5745790e+04  8.3181674e+01
   6.000e+00    4.5725813e+04  8.3167198e+01
   2.400e+01    4.5864403e+04  8.3251307e+01
   8.000e+00    4.5791174e+04  8.3214248e+01
   2.200e+01    4.6015747e+04  8.3343513e+01
   1.000e+01    4.5741206e+04  8.3176942e+01
   2.000e+01    4.6172527e+04  8.3438915e+01
   1.200e+01    4.5883410e+04  8.3266688e+01
   1.800e+01    4.5998968e+04  8.3333994e+01
   1.400e+01    4.5595990e+04  8.3089867e+01
   1.600e+01    4.5849072e+04  8.3245838e+01
   2.800e+01    4.5941593e+04  8.3303200e+01
   1.200e+01    4.6157916e+04  8.3429009e+01
