#
#       Peak Name  Overlap_group
#          28N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   114.800     7.688
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1480084e+02  5.0776170e-04 
# w1(Hz)        1.4210351e+01  1.2715669e-01 
# g1            5.8182461e-01  2.8951346e-02 
# f02(ppm)      7.6881281e+00  6.7944167e-05 
# w2(Hz)        1.9801478e+01  1.4834616e-01 
# g2            1.0278602e+00  3.7072821e-02 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    1.0724844e+05  2.2256327e+03
   3.000e+01    8.8276443e+04  2.0645123e+03
   2.000e+00    8.0120358e+04  2.0015857e+03
   2.800e+01    8.7930153e+04  2.0617585e+03
   4.000e+00    8.0779371e+04  2.0064940e+03
   2.600e+01    8.7596955e+04  2.0591094e+03
   6.000e+00    8.1284690e+04  2.0103141e+03
   2.400e+01    8.7212937e+04  2.0560632e+03
   8.000e+00    8.1963080e+04  2.0154431e+03
   2.200e+01    8.6750411e+04  2.0524171e+03
   1.000e+01    8.2765240e+04  2.0215160e+03
   2.000e+01    8.5911795e+04  2.0458154e+03
   1.200e+01    8.3861765e+04  2.0299228e+03
   1.800e+01    8.5278456e+04  2.0409121e+03
   1.400e+01    8.3942355e+04  2.0305462e+03
   1.600e+01    8.4697607e+04  2.0363762e+03
   2.800e+01    8.7621211e+04  2.0593272e+03
   1.200e+01    8.3636558e+04  2.0282052e+03
