#
#       Peak Name  Overlap_group
#          67N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   120.074     7.358
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2007612e+02  5.0405301e-05 
# w1(Hz)        1.5098695e+01  1.1360207e-02 
# g1            9.6427023e-01  3.5583038e-03 
# f02(ppm)      7.3578698e+00  7.2692214e-06 
# w2(Hz)        2.0941715e+01  1.6957302e-02 
# g2            7.5289320e-01  3.1129715e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    8.1752614e+04  1.6094234e+02
   3.000e+01    6.3680675e+04  1.4478162e+02
   2.000e+00    5.3681648e+04  1.3694792e+02
   2.800e+01    6.3003592e+04  1.4422304e+02
   4.000e+00    5.4660646e+04  1.3766979e+02
   2.600e+01    6.2543269e+04  1.4384727e+02
   6.000e+00    5.5494898e+04  1.3830030e+02
   2.400e+01    6.1600451e+04  1.4307764e+02
   8.000e+00    5.6008380e+04  1.3868680e+02
   2.200e+01    6.1223886e+04  1.4277738e+02
   1.000e+01    5.6788540e+04  1.3928362e+02
   2.000e+01    6.0618893e+04  1.4228871e+02
   1.200e+01    5.7334970e+04  1.3970594e+02
   1.800e+01    5.9809239e+04  1.4164367e+02
   1.400e+01    5.8181434e+04  1.4036197e+02
   1.600e+01    5.9142472e+04  1.4111353e+02
   2.800e+01    6.3103813e+04  1.4430311e+02
   1.200e+01    5.7339930e+04  1.3970318e+02
