#
#       Peak Name  Overlap_group
#          69N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   114.261     7.692
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1426231e+02  2.4840575e-04 
# w1(Hz)        1.2916214e+01  5.3978790e-02 
# g1            1.1243957e+00  2.2763888e-02 
# f02(ppm)      7.6927423e+00  3.7642253e-05 
# w2(Hz)        1.9249205e+01  8.1143984e-02 
# g2            1.0835236e+00  2.1953159e-02 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    1.0128116e+05  1.3097250e+03
   3.000e+01    8.5386442e+04  1.2182045e+03
   2.000e+00    8.5116902e+04  1.2167783e+03
   2.800e+01    8.5216209e+04  1.2172864e+03
   4.000e+00    8.5076713e+04  1.2165379e+03
   2.600e+01    8.5062646e+04  1.2164706e+03
   6.000e+00    8.4915073e+04  1.2156587e+03
   2.400e+01    8.5206188e+04  1.2172296e+03
   8.000e+00    8.5062693e+04  1.2164565e+03
   2.200e+01    8.5291598e+04  1.2177104e+03
   1.000e+01    8.5135606e+04  1.2168849e+03
   2.000e+01    8.5388790e+04  1.2182416e+03
   1.200e+01    8.5285626e+04  1.2176841e+03
   1.800e+01    8.4953405e+04  1.2158663e+03
   1.400e+01    8.5283215e+04  1.2176770e+03
   1.600e+01    8.5253251e+04  1.2175222e+03
   2.800e+01    8.4987900e+04  1.2160861e+03
   1.200e+01    8.4902203e+04  1.2156010e+03
