#
#       Peak Name  Overlap_group
#          20N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   123.317     7.955
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2332270e+02  1.4223395e-05 
# w1(Hz)       -1.7616340e+00  3.8105538e-01 
# g1            1.5829165e+00  1.0450822e+00 
# f02(ppm)      7.9553292e+00  1.8365977e-05 
# w2(Hz)        1.7597015e+01  3.9553503e-02 
# g2            1.0885397e+00  1.1673040e-02 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    9.8065721e+05  1.9620016e+06
   3.000e+01    8.8373454e+05  1.7680898e+06
   2.000e+00    8.8030894e+05  1.7612363e+06
   2.800e+01    8.8083609e+05  1.7622909e+06
   4.000e+00    8.7993479e+05  1.7604877e+06
   2.600e+01    8.8440522e+05  1.7694317e+06
   6.000e+00    8.8271683e+05  1.7660537e+06
   2.400e+01    8.8260040e+05  1.7658208e+06
   8.000e+00    8.8445844e+05  1.7695381e+06
   2.200e+01    8.7830827e+05  1.7572336e+06
   1.000e+01    8.8228263e+05  1.7651850e+06
   2.000e+01    8.8032082e+05  1.7612601e+06
   1.200e+01    8.7968916e+05  1.7599963e+06
   1.800e+01    8.7929906e+05  1.7592159e+06
   1.400e+01    8.8090013e+05  1.7624191e+06
   1.600e+01    8.8312283e+05  1.7668660e+06
   2.800e+01    8.7769291e+05  1.7560024e+06
   1.200e+01    8.7935400e+05  1.7593258e+06
