#
#       Peak Name  Overlap_group
#          17N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   125.078     7.945
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2507641e+02  5.3959314e-05 
# w1(Hz)        1.3790708e+01  1.1562286e-02 
# g1            1.2079447e+00  4.8723811e-03 
# f02(ppm)      7.9453502e+00  7.5629099e-06 
# w2(Hz)        1.8652435e+01  1.6619217e-02 
# g2            9.8822123e-01  4.2607580e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    9.9225270e+04  2.6608268e+02
   3.000e+01    8.6242251e+04  2.5087070e+02
   2.000e+00    8.4111404e+04  2.4848777e+02
   2.800e+01    8.6041407e+04  2.5064259e+02
   4.000e+00    8.3567930e+04  2.4789062e+02
   2.600e+01    8.6233435e+04  2.5085192e+02
   6.000e+00    8.3578049e+04  2.4790498e+02
   2.400e+01    8.5967394e+04  2.5055500e+02
   8.000e+00    8.4104818e+04  2.4848059e+02
   2.200e+01    8.5851197e+04  2.5043021e+02
   1.000e+01    8.4407130e+04  2.4881760e+02
   2.000e+01    8.6195022e+04  2.5080968e+02
   1.200e+01    8.5002442e+04  2.4947536e+02
   1.800e+01    8.5653066e+04  2.5019753e+02
   1.400e+01    8.5109693e+04  2.4959924e+02
   1.600e+01    8.5225451e+04  2.4973000e+02
   2.800e+01    8.6299474e+04  2.5093126e+02
   1.200e+01    8.4730278e+04  2.4917859e+02
