#
#       Peak Name  Overlap_group
#          66N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   120.128     8.087
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2012898e+02  5.2526760e-05 
# w1(Hz)        1.4384406e+01  1.1369349e-02 
# g1            1.1626341e+00  4.4294498e-03 
# f02(ppm)      8.0869390e+00  7.2822411e-06 
# w2(Hz)        1.9137523e+01  1.6365934e-02 
# g2            8.9543715e-01  3.7475110e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    9.0803988e+04  2.1726062e+02
   3.000e+01    7.5390805e+04  2.0083069e+02
   2.000e+00    7.1037064e+04  1.9652989e+02
   2.800e+01    7.5198139e+04  2.0063694e+02
   4.000e+00    7.1654665e+04  1.9713305e+02
   2.600e+01    7.4760888e+04  2.0019969e+02
   6.000e+00    7.2073362e+04  1.9753820e+02
   2.400e+01    7.4735567e+04  2.0017489e+02
   8.000e+00    7.2143249e+04  1.9760708e+02
   2.200e+01    7.4199962e+04  1.9963967e+02
   1.000e+01    7.2358466e+04  1.9781766e+02
   2.000e+01    7.4120669e+04  1.9956112e+02
   1.200e+01    7.3062434e+04  1.9851102e+02
   1.800e+01    7.3427119e+04  1.9887299e+02
   1.400e+01    7.3104690e+04  1.9855369e+02
   1.600e+01    7.3371805e+04  1.9881755e+02
   2.800e+01    7.4993206e+04  2.0043244e+02
   1.200e+01    7.2781097e+04  1.9823638e+02
