#
#       Peak Name  Overlap_group
#           7N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   123.801     8.186
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2380156e+02  2.9754476e-04 
# w1(Hz)        1.4335190e+01  6.8959218e-02 
# g1            8.3911472e-01  2.0287731e-02 
# f02(ppm)      8.1858531e+00  4.4324621e-05 
# w2(Hz)        2.1092920e+01  1.0180562e-01 
# g2            8.1328371e-01  1.9670431e-02 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    8.2043757e+04  9.5205231e+02
   3.000e+01    5.6027576e+04  8.1383563e+02
   2.000e+00    5.5729991e+04  8.1250724e+02
   2.800e+01    5.5944830e+04  8.1350542e+02
   4.000e+00    5.6152477e+04  8.1444329e+02
   2.600e+01    5.5977170e+04  8.1363058e+02
   6.000e+00    5.5490780e+04  8.1135664e+02
   2.400e+01    5.5810964e+04  8.1283681e+02
   8.000e+00    5.5953003e+04  8.1349822e+02
   2.200e+01    5.6100772e+04  8.1420437e+02
   1.000e+01    5.5794445e+04  8.1278545e+02
   2.000e+01    5.6134014e+04  8.1436545e+02
   1.200e+01    5.6084400e+04  8.1416265e+02
   1.800e+01    5.5906997e+04  8.1331664e+02
   1.400e+01    5.5861476e+04  8.1306269e+02
   1.600e+01    5.6148093e+04  8.1444869e+02
   2.800e+01    5.5718558e+04  8.1243843e+02
   1.200e+01    5.5876672e+04  8.1314958e+02
