0.000e+00	8.7126750e+06	8.7126750e+04
4.000e+01	4.5427887e+06	4.5427887e+04
1.000e+00	3.6715212e+06	3.6715212e+04
3.600e+01	4.4870276e+06	4.4870276e+04
2.000e+00	3.6009486e+06	3.6009486e+04
3.200e+01	4.4199400e+06	4.4199400e+04
3.000e+00	3.6532246e+06	3.6532246e+04
2.800e+01	4.3389122e+06	4.3389122e+04
4.000e+00	3.6584522e+06	3.6584522e+04
2.400e+01	4.2282612e+06	4.2282612e+04
5.000e+00	3.6584522e+06	3.6584522e+04
2.000e+01	4.0792744e+06	4.0792744e+04
6.000e+00	3.6035624e+06	3.6035624e+04
1.800e+01	4.0052167e+06	4.0052167e+04
7.000e+00	3.5817807e+06	3.5817807e+04
1.600e+01	3.8954370e+06	3.8954370e+04
8.000e+00	3.5626128e+06	3.5626128e+04
1.400e+01	3.7028869e+06	3.7028869e+04
9.000e+00	3.5826520e+06	3.5826520e+04
1.200e+01	3.7046294e+06	3.7046294e+04
1.000e+01	3.6096613e+06	3.6096613e+04
