#       NCYC               I           I_err
           0    1.299309e+08    4.856171e+05
          26    1.057766e+08    4.856171e+05
          -1    1.053495e+08    4.856171e+05
           1    1.043695e+08    4.856171e+05
           0    1.307687e+08    4.856171e+05
           2    1.049682e+08    4.856171e+05
           6    1.049072e+08    4.856171e+05
           8    1.056124e+08    4.856171e+05
          12    1.048320e+08    4.856171e+05
           4    1.054009e+08    4.856171e+05
          20    1.057971e+08    4.856171e+05
           0    1.293175e+08    4.856171e+05
          16    1.052343e+08    4.856171e+05
           6    1.051813e+08    4.856171e+05
          22    1.057873e+08    4.856171e+05
          14    1.051820e+08    4.856171e+05
          24    1.053873e+08    4.856171e+05
          10    1.055406e+08    4.856171e+05
          18    1.061095e+08    4.856171e+05
          16    1.053713e+08    4.856171e+05
           0    1.298228e+08    4.856171e+05
           3    1.046937e+08    4.856171e+05
          29    1.050451e+08    4.856171e+05
           7    1.055783e+08    4.856171e+05
           9    1.061074e+08    4.856171e+05
           9    1.054772e+08    4.856171e+05
          11    1.061366e+08    4.856171e+05
          25    1.063541e+08    4.856171e+05
          13    1.053428e+08    4.856171e+05
           0    1.300030e+08    4.856171e+05
          15    1.058940e+08    4.856171e+05
          17    1.064681e+08    4.856171e+05
          -1    1.049534e+08    4.856171e+05
           0    1.307166e+08    4.856171e+05
           1    1.050539e+08    4.856171e+05
           3    1.049148e+08    4.856171e+05
