#       NCYC               I           I_err
           0    6.836462e+07    5.644755e+05
          26    5.672670e+07    5.644755e+05
          -1    5.634376e+07    5.644755e+05
           1    5.743112e+07    5.644755e+05
           0    6.995087e+07    5.644755e+05
           2    5.791022e+07    5.644755e+05
           6    5.749896e+07    5.644755e+05
           8    5.791574e+07    5.644755e+05
          12    5.886113e+07    5.644755e+05
           4    5.701052e+07    5.644755e+05
          20    5.716087e+07    5.644755e+05
           0    6.848003e+07    5.644755e+05
          16    5.814037e+07    5.644755e+05
           6    5.834976e+07    5.644755e+05
          22    5.863357e+07    5.644755e+05
          14    5.859151e+07    5.644755e+05
          24    5.687806e+07    5.644755e+05
          10    5.680840e+07    5.644755e+05
          18    5.667019e+07    5.644755e+05
          16    5.803032e+07    5.644755e+05
           0    6.726763e+07    5.644755e+05
           3    5.651621e+07    5.644755e+05
          29    5.661980e+07    5.644755e+05
           7    5.790698e+07    5.644755e+05
           9    5.763927e+07    5.644755e+05
           9    5.743586e+07    5.644755e+05
          11    5.628788e+07    5.644755e+05
          25    5.736264e+07    5.644755e+05
          13    5.755626e+07    5.644755e+05
           0    6.817577e+07    5.644755e+05
          15    5.797823e+07    5.644755e+05
          17    5.700404e+07    5.644755e+05
          -1    5.692549e+07    5.644755e+05
           0    6.883751e+07    5.644755e+05
           1    5.587623e+07    5.644755e+05
           3    5.698985e+07    5.644755e+05
