#       NCYC               I           I_err
           0    9.441339e+07    5.323814e+05
          26    6.762148e+07    5.323814e+05
          -1    5.847189e+07    5.323814e+05
           1    5.967525e+07    5.323814e+05
           0    9.450906e+07    5.323814e+05
           2    5.944669e+07    5.323814e+05
           6    6.123897e+07    5.323814e+05
           8    6.371757e+07    5.323814e+05
          12    6.569250e+07    5.323814e+05
           4    5.938145e+07    5.323814e+05
          20    6.660867e+07    5.323814e+05
           0    9.382927e+07    5.323814e+05
          16    6.726764e+07    5.323814e+05
           6    6.086669e+07    5.323814e+05
          22    6.738400e+07    5.323814e+05
          14    6.571499e+07    5.323814e+05
          24    6.654957e+07    5.323814e+05
          10    6.457863e+07    5.323814e+05
          18    6.665704e+07    5.323814e+05
          16    6.575470e+07    5.323814e+05
           0    9.250464e+07    5.323814e+05
           3    5.976294e+07    5.323814e+05
          29    6.744417e+07    5.323814e+05
           7    6.179862e+07    5.323814e+05
           9    6.434236e+07    5.323814e+05
           9    6.373336e+07    5.323814e+05
          11    6.527002e+07    5.323814e+05
          25    6.788000e+07    5.323814e+05
          13    6.580763e+07    5.323814e+05
           0    9.323969e+07    5.323814e+05
          15    6.587117e+07    5.323814e+05
          17    6.767038e+07    5.323814e+05
          -1    5.883893e+07    5.323814e+05
           0    9.467577e+07    5.323814e+05
           1    5.941933e+07    5.323814e+05
           3    5.854641e+07    5.323814e+05
