#       NCYC               I           I_err
           0    6.899186e+07    6.654103e+05
          26    5.999918e+07    6.654103e+05
          -1    5.787141e+07    6.654103e+05
           1    6.036334e+07    6.654103e+05
           0    6.913613e+07    6.654103e+05
           2    6.036198e+07    6.654103e+05
           6    5.913723e+07    6.654103e+05
           8    6.044035e+07    6.654103e+05
          12    6.029535e+07    6.654103e+05
           4    6.071120e+07    6.654103e+05
          20    6.129033e+07    6.654103e+05
           0    7.062006e+07    6.654103e+05
          16    6.260658e+07    6.654103e+05
           6    6.271895e+07    6.654103e+05
          22    6.159451e+07    6.654103e+05
          14    6.207271e+07    6.654103e+05
          24    6.125727e+07    6.654103e+05
          10    6.194374e+07    6.654103e+05
          18    6.280273e+07    6.654103e+05
          16    6.170464e+07    6.654103e+05
           0    7.041442e+07    6.654103e+05
           3    6.260242e+07    6.654103e+05
          29    6.107510e+07    6.654103e+05
           7    6.215293e+07    6.654103e+05
           9    6.170551e+07    6.654103e+05
           9    6.123399e+07    6.654103e+05
          11    6.192676e+07    6.654103e+05
          25    6.080823e+07    6.654103e+05
          13    6.203496e+07    6.654103e+05
           0    7.098479e+07    6.654103e+05
          15    6.104012e+07    6.654103e+05
          17    6.155843e+07    6.654103e+05
          -1    5.720564e+07    6.654103e+05
           0    7.069737e+07    6.654103e+05
           1    6.042201e+07    6.654103e+05
           3    5.939791e+07    6.654103e+05
