#       NCYC               I           I_err
           0    5.885732e+07    6.072245e+05
          26    5.046678e+07    6.072245e+05
          -1    4.682425e+07    6.072245e+05
           1    4.799697e+07    6.072245e+05
           0    5.845430e+07    6.072245e+05
           2    4.633294e+07    6.072245e+05
           6    5.013887e+07    6.072245e+05
           8    5.050947e+07    6.072245e+05
          12    5.041821e+07    6.072245e+05
           4    4.837898e+07    6.072245e+05
          20    4.976214e+07    6.072245e+05
           0    5.853579e+07    6.072245e+05
          16    5.024304e+07    6.072245e+05
           6    4.889063e+07    6.072245e+05
          22    5.113829e+07    6.072245e+05
          14    4.859097e+07    6.072245e+05
          24    5.102301e+07    6.072245e+05
          10    4.977693e+07    6.072245e+05
          18    5.025964e+07    6.072245e+05
          16    4.981950e+07    6.072245e+05
           0    5.753373e+07    6.072245e+05
           3    4.817390e+07    6.072245e+05
          29    5.020105e+07    6.072245e+05
           7    4.919095e+07    6.072245e+05
           9    4.891870e+07    6.072245e+05
           9    4.983516e+07    6.072245e+05
          11    5.058087e+07    6.072245e+05
          25    5.157280e+07    6.072245e+05
          13    5.050177e+07    6.072245e+05
           0    5.749533e+07    6.072245e+05
          15    5.030141e+07    6.072245e+05
          17    5.086800e+07    6.072245e+05
          -1    4.697651e+07    6.072245e+05
           0    5.889141e+07    6.072245e+05
           1    4.669908e+07    6.072245e+05
           3    4.926198e+07    6.072245e+05
