#       NCYC               I           I_err
           0    7.842237e+07    6.411595e+05
          26    6.902314e+07    6.411595e+05
          -1    6.586683e+07    6.411595e+05
           1    6.779627e+07    6.411595e+05
           0    7.763649e+07    6.411595e+05
           2    6.779402e+07    6.411595e+05
           6    7.028185e+07    6.411595e+05
           8    6.963958e+07    6.411595e+05
          12    6.870670e+07    6.411595e+05
           4    6.833116e+07    6.411595e+05
          20    6.797962e+07    6.411595e+05
           0    7.702961e+07    6.411595e+05
          16    6.722340e+07    6.411595e+05
           6    6.614048e+07    6.411595e+05
          22    6.752684e+07    6.411595e+05
          14    6.812604e+07    6.411595e+05
          24    6.769150e+07    6.411595e+05
          10    6.655404e+07    6.411595e+05
          18    6.620535e+07    6.411595e+05
          16    6.844806e+07    6.411595e+05
           0    7.708762e+07    6.411595e+05
           3    6.636653e+07    6.411595e+05
          29    6.843766e+07    6.411595e+05
           7    6.709583e+07    6.411595e+05
           9    6.783487e+07    6.411595e+05
           9    6.677846e+07    6.411595e+05
          11    6.712494e+07    6.411595e+05
          25    6.830263e+07    6.411595e+05
          13    6.759966e+07    6.411595e+05
           0    7.662882e+07    6.411595e+05
          15    6.712203e+07    6.411595e+05
          17    6.742376e+07    6.411595e+05
          -1    6.575800e+07    6.411595e+05
           0    7.813322e+07    6.411595e+05
           1    6.839113e+07    6.411595e+05
           3    6.893550e+07    6.411595e+05
