#       NCYC               I           I_err
           0    1.488452e+08    5.185923e+05
          26    1.280586e+08    5.185923e+05
          -1    1.278034e+08    5.185923e+05
           1    1.281586e+08    5.185923e+05
           0    1.494969e+08    5.185923e+05
           2    1.277515e+08    5.185923e+05
           6    1.267342e+08    5.185923e+05
           8    1.275796e+08    5.185923e+05
          12    1.285887e+08    5.185923e+05
           4    1.286427e+08    5.185923e+05
          20    1.288711e+08    5.185923e+05
           0    1.494935e+08    5.185923e+05
          16    1.279381e+08    5.185923e+05
           6    1.275494e+08    5.185923e+05
          22    1.276324e+08    5.185923e+05
          14    1.279490e+08    5.185923e+05
          24    1.279267e+08    5.185923e+05
          10    1.275238e+08    5.185923e+05
          18    1.274335e+08    5.185923e+05
          16    1.278230e+08    5.185923e+05
           0    1.489620e+08    5.185923e+05
           3    1.279493e+08    5.185923e+05
          29    1.273573e+08    5.185923e+05
           7    1.274433e+08    5.185923e+05
           9    1.281042e+08    5.185923e+05
           9    1.277312e+08    5.185923e+05
          11    1.281446e+08    5.185923e+05
          25    1.280865e+08    5.185923e+05
          13    1.275362e+08    5.185923e+05
           0    1.481239e+08    5.185923e+05
          15    1.282720e+08    5.185923e+05
          17    1.281904e+08    5.185923e+05
          -1    1.266683e+08    5.185923e+05
           0    1.498988e+08    5.185923e+05
           1    1.271049e+08    5.185923e+05
           3    1.268161e+08    5.185923e+05
