#       NCYC               I           I_err
           0    9.345462e+07    5.167418e+05
          26    7.763816e+07    5.167418e+05
          -1    7.646171e+07    5.167418e+05
           1    7.697288e+07    5.167418e+05
           0    9.272103e+07    5.167418e+05
           2    7.836977e+07    5.167418e+05
           6    7.759953e+07    5.167418e+05
           8    7.838495e+07    5.167418e+05
          12    7.841746e+07    5.167418e+05
           4    7.676368e+07    5.167418e+05
          20    7.754645e+07    5.167418e+05
           0    9.305484e+07    5.167418e+05
          16    7.697233e+07    5.167418e+05
           6    7.652898e+07    5.167418e+05
          22    7.764646e+07    5.167418e+05
          14    7.859968e+07    5.167418e+05
          24    7.813603e+07    5.167418e+05
          10    7.727427e+07    5.167418e+05
          18    7.818181e+07    5.167418e+05
          16    7.748793e+07    5.167418e+05
           0    9.273952e+07    5.167418e+05
           3    7.667545e+07    5.167418e+05
          29    7.782943e+07    5.167418e+05
           7    7.760835e+07    5.167418e+05
           9    7.817501e+07    5.167418e+05
           9    7.765934e+07    5.167418e+05
          11    7.741637e+07    5.167418e+05
          25    7.835853e+07    5.167418e+05
          13    7.711054e+07    5.167418e+05
           0    9.288122e+07    5.167418e+05
          15    7.741151e+07    5.167418e+05
          17    7.868252e+07    5.167418e+05
          -1    7.647562e+07    5.167418e+05
           0    9.263851e+07    5.167418e+05
           1    7.606830e+07    5.167418e+05
           3    7.634197e+07    5.167418e+05
