#       NCYC               I           I_err
           0    1.225630e+08    4.947711e+05
          26    1.065031e+08    4.947711e+05
          -1    1.059131e+08    4.947711e+05
           1    1.062031e+08    4.947711e+05
           0    1.234487e+08    4.947711e+05
           2    1.054170e+08    4.947711e+05
           6    1.068111e+08    4.947711e+05
           8    1.076255e+08    4.947711e+05
          12    1.061947e+08    4.947711e+05
           4    1.067980e+08    4.947711e+05
          20    1.071360e+08    4.947711e+05
           0    1.234329e+08    4.947711e+05
          16    1.063066e+08    4.947711e+05
           6    1.063939e+08    4.947711e+05
          22    1.065381e+08    4.947711e+05
          14    1.060480e+08    4.947711e+05
          24    1.066670e+08    4.947711e+05
          10    1.063065e+08    4.947711e+05
          18    1.064215e+08    4.947711e+05
          16    1.066577e+08    4.947711e+05
           0    1.230779e+08    4.947711e+05
           3    1.059945e+08    4.947711e+05
          29    1.068884e+08    4.947711e+05
           7    1.070226e+08    4.947711e+05
           9    1.059620e+08    4.947711e+05
           9    1.062332e+08    4.947711e+05
          11    1.060130e+08    4.947711e+05
          25    1.055542e+08    4.947711e+05
          13    1.063977e+08    4.947711e+05
           0    1.234782e+08    4.947711e+05
          15    1.065764e+08    4.947711e+05
          17    1.053201e+08    4.947711e+05
          -1    1.051945e+08    4.947711e+05
           0    1.222108e+08    4.947711e+05
           1    1.048227e+08    4.947711e+05
           3    1.058965e+08    4.947711e+05
