#       NCYC               I           I_err
           0    5.693031e+07    5.600396e+05
          26    4.743422e+07    5.600396e+05
          -1    4.623859e+07    5.600396e+05
           1    4.630457e+07    5.600396e+05
           0    5.647930e+07    5.600396e+05
           2    4.629406e+07    5.600396e+05
           6    4.726433e+07    5.600396e+05
           8    4.894855e+07    5.600396e+05
          12    4.774163e+07    5.600396e+05
           4    4.844020e+07    5.600396e+05
          20    4.842040e+07    5.600396e+05
           0    5.666827e+07    5.600396e+05
          16    4.786959e+07    5.600396e+05
           6    4.722963e+07    5.600396e+05
          22    4.862598e+07    5.600396e+05
          14    4.769083e+07    5.600396e+05
          24    4.818273e+07    5.600396e+05
          10    4.877512e+07    5.600396e+05
          18    4.816156e+07    5.600396e+05
          16    4.776081e+07    5.600396e+05
           0    5.624739e+07    5.600396e+05
           3    4.653027e+07    5.600396e+05
          29    4.711551e+07    5.600396e+05
           7    4.780552e+07    5.600396e+05
           9    4.815590e+07    5.600396e+05
           9    4.757698e+07    5.600396e+05
          11    4.790374e+07    5.600396e+05
          25    4.751143e+07    5.600396e+05
          13    4.745744e+07    5.600396e+05
           0    5.589061e+07    5.600396e+05
          15    4.763917e+07    5.600396e+05
          17    4.689655e+07    5.600396e+05
          -1    4.584700e+07    5.600396e+05
           0    5.670218e+07    5.600396e+05
           1    4.591152e+07    5.600396e+05
           3    4.785175e+07    5.600396e+05
