#       NCYC               I           I_err
           0    9.179245e+07    4.937396e+05
          26    7.795418e+07    4.937396e+05
          -1    7.149901e+07    4.937396e+05
           1    7.425958e+07    4.937396e+05
           0    9.058954e+07    4.937396e+05
           2    7.516090e+07    4.937396e+05
           6    7.750690e+07    4.937396e+05
           8    7.810815e+07    4.937396e+05
          12    7.771057e+07    4.937396e+05
           4    7.579367e+07    4.937396e+05
          20    7.754614e+07    4.937396e+05
           0    9.100384e+07    4.937396e+05
          16    7.652445e+07    4.937396e+05
           6    7.466089e+07    4.937396e+05
          22    7.724395e+07    4.937396e+05
          14    7.638408e+07    4.937396e+05
          24    7.616992e+07    4.937396e+05
          10    7.525237e+07    4.937396e+05
          18    7.438465e+07    4.937396e+05
          16    7.691263e+07    4.937396e+05
           0    8.987903e+07    4.937396e+05
           3    7.507249e+07    4.937396e+05
          29    7.682289e+07    4.937396e+05
           7    7.638624e+07    4.937396e+05
           9    7.424982e+07    4.937396e+05
           9    7.582942e+07    4.937396e+05
          11    7.651303e+07    4.937396e+05
          25    7.715239e+07    4.937396e+05
          13    7.690730e+07    4.937396e+05
           0    9.089992e+07    4.937396e+05
          15    7.719496e+07    4.937396e+05
          17    7.667775e+07    4.937396e+05
          -1    7.125180e+07    4.937396e+05
           0    9.147636e+07    4.937396e+05
           1    7.546839e+07    4.937396e+05
           3    7.741936e+07    4.937396e+05
