#       NCYC               I           I_err
           0    1.164323e+08    4.808299e+05
          26    9.988224e+07    4.808299e+05
          -1    9.774565e+07    4.808299e+05
           1    9.886790e+07    4.808299e+05
           0    1.165102e+08    4.808299e+05
           2    1.003588e+08    4.808299e+05
           6    9.938868e+07    4.808299e+05
           8    9.946572e+07    4.808299e+05
          12    1.004086e+08    4.808299e+05
           4    9.940424e+07    4.808299e+05
          20    1.002010e+08    4.808299e+05
           0    1.157597e+08    4.808299e+05
          16    9.976186e+07    4.808299e+05
           6    9.902422e+07    4.808299e+05
          22    9.936381e+07    4.808299e+05
          14    9.969448e+07    4.808299e+05
          24    9.913547e+07    4.808299e+05
          10    9.957967e+07    4.808299e+05
          18    1.001725e+08    4.808299e+05
          16    9.951198e+07    4.808299e+05
           0    1.163400e+08    4.808299e+05
           3    9.861503e+07    4.808299e+05
          29    1.001178e+08    4.808299e+05
           7    9.952213e+07    4.808299e+05
           9    9.931027e+07    4.808299e+05
           9    9.951080e+07    4.808299e+05
          11    9.892165e+07    4.808299e+05
          25    9.975896e+07    4.808299e+05
          13    9.858080e+07    4.808299e+05
           0    1.162624e+08    4.808299e+05
          15    9.877393e+07    4.808299e+05
          17    9.926889e+07    4.808299e+05
          -1    9.864873e+07    4.808299e+05
           0    1.158689e+08    4.808299e+05
           1    9.828444e+07    4.808299e+05
           3    9.955890e+07    4.808299e+05
