#       NCYC               I           I_err
           0    1.474758e+08    4.231983e+05
          26    1.351923e+08    4.231983e+05
          -1    1.347189e+08    4.231983e+05
           1    1.340237e+08    4.231983e+05
           0    1.472265e+08    4.231983e+05
           2    1.342857e+08    4.231983e+05
           6    1.341787e+08    4.231983e+05
           8    1.346765e+08    4.231983e+05
          12    1.343049e+08    4.231983e+05
           4    1.347903e+08    4.231983e+05
          20    1.353756e+08    4.231983e+05
           0    1.476490e+08    4.231983e+05
          16    1.326792e+08    4.231983e+05
           6    1.343899e+08    4.231983e+05
          22    1.346085e+08    4.231983e+05
          14    1.346594e+08    4.231983e+05
          24    1.349930e+08    4.231983e+05
          10    1.347917e+08    4.231983e+05
          18    1.349231e+08    4.231983e+05
          16    1.342114e+08    4.231983e+05
           0    1.471609e+08    4.231983e+05
           3    1.338690e+08    4.231983e+05
          29    1.348338e+08    4.231983e+05
           7    1.355292e+08    4.231983e+05
           9    1.347786e+08    4.231983e+05
           9    1.351035e+08    4.231983e+05
          11    1.351425e+08    4.231983e+05
          25    1.350037e+08    4.231983e+05
          13    1.353419e+08    4.231983e+05
           0    1.472851e+08    4.231983e+05
          15    1.352200e+08    4.231983e+05
          17    1.345935e+08    4.231983e+05
          -1    1.348077e+08    4.231983e+05
           0    1.478051e+08    4.231983e+05
           1    1.341544e+08    4.231983e+05
           3    1.349306e+08    4.231983e+05
