#       NCYC               I           I_err
           0    7.774866e+07    4.637292e+05
          26    6.838655e+07    4.637292e+05
          -1    6.838486e+07    4.637292e+05
           1    6.756104e+07    4.637292e+05
           0    7.779662e+07    4.637292e+05
           2    6.740402e+07    4.637292e+05
           6    6.759119e+07    4.637292e+05
           8    6.794793e+07    4.637292e+05
          12    6.875810e+07    4.637292e+05
           4    6.753336e+07    4.637292e+05
          20    6.806819e+07    4.637292e+05
           0    7.697778e+07    4.637292e+05
          16    6.716252e+07    4.637292e+05
           6    6.688324e+07    4.637292e+05
          22    6.750496e+07    4.637292e+05
          14    6.743997e+07    4.637292e+05
          24    6.643731e+07    4.637292e+05
          10    6.774457e+07    4.637292e+05
          18    6.700631e+07    4.637292e+05
          16    6.730323e+07    4.637292e+05
           0    7.750290e+07    4.637292e+05
           3    6.777930e+07    4.637292e+05
          29    6.856395e+07    4.637292e+05
           7    6.783363e+07    4.637292e+05
           9    6.752269e+07    4.637292e+05
           9    6.727361e+07    4.637292e+05
          11    6.753726e+07    4.637292e+05
          25    6.852085e+07    4.637292e+05
          13    6.795849e+07    4.637292e+05
           0    7.724404e+07    4.637292e+05
          15    6.773748e+07    4.637292e+05
          17    6.692322e+07    4.637292e+05
          -1    6.632262e+07    4.637292e+05
           0    7.792153e+07    4.637292e+05
           1    6.819492e+07    4.637292e+05
           3    6.765176e+07    4.637292e+05
