#       NCYC               I           I_err
           0    6.007484e+07    4.679944e+05
          26    5.131470e+07    4.679944e+05
          -1    5.052996e+07    4.679944e+05
           1    5.039849e+07    4.679944e+05
           0    6.157240e+07    4.679944e+05
           2    5.033099e+07    4.679944e+05
           6    5.125896e+07    4.679944e+05
           8    5.095832e+07    4.679944e+05
          12    5.162258e+07    4.679944e+05
           4    5.107427e+07    4.679944e+05
          20    5.088788e+07    4.679944e+05
           0    6.124783e+07    4.679944e+05
          16    5.125825e+07    4.679944e+05
           6    5.072697e+07    4.679944e+05
          22    5.111709e+07    4.679944e+05
          14    5.031908e+07    4.679944e+05
          24    5.071021e+07    4.679944e+05
          10    5.200673e+07    4.679944e+05
          18    5.088171e+07    4.679944e+05
          16    5.117786e+07    4.679944e+05
           0    6.061902e+07    4.679944e+05
           3    5.055923e+07    4.679944e+05
          29    5.133869e+07    4.679944e+05
           7    5.071880e+07    4.679944e+05
           9    5.048622e+07    4.679944e+05
           9    5.067246e+07    4.679944e+05
          11    5.173566e+07    4.679944e+05
          25    5.112756e+07    4.679944e+05
          13    5.146051e+07    4.679944e+05
           0    6.086873e+07    4.679944e+05
          15    5.074771e+07    4.679944e+05
          17    5.130961e+07    4.679944e+05
          -1    5.043262e+07    4.679944e+05
           0    6.216836e+07    4.679944e+05
           1    4.996113e+07    4.679944e+05
           3    5.036143e+07    4.679944e+05
