#       NCYC               I           I_err
           0    7.296571e+07    5.006393e+05
          26    6.099665e+07    5.006393e+05
          -1    5.868666e+07    5.006393e+05
           1    5.925255e+07    5.006393e+05
           0    7.228886e+07    5.006393e+05
           2    5.929077e+07    5.006393e+05
           6    5.939894e+07    5.006393e+05
           8    6.131476e+07    5.006393e+05
          12    6.151611e+07    5.006393e+05
           4    6.102885e+07    5.006393e+05
          20    6.138686e+07    5.006393e+05
           0    7.175329e+07    5.006393e+05
          16    6.139854e+07    5.006393e+05
           6    5.977342e+07    5.006393e+05
          22    6.086517e+07    5.006393e+05
          14    6.154324e+07    5.006393e+05
          24    6.127202e+07    5.006393e+05
          10    6.041143e+07    5.006393e+05
          18    6.008283e+07    5.006393e+05
          16    6.100001e+07    5.006393e+05
           0    7.262842e+07    5.006393e+05
           3    6.035790e+07    5.006393e+05
          29    6.083870e+07    5.006393e+05
           7    5.968152e+07    5.006393e+05
           9    6.054166e+07    5.006393e+05
           9    5.976622e+07    5.006393e+05
          11    6.011628e+07    5.006393e+05
          25    6.063485e+07    5.006393e+05
          13    6.086477e+07    5.006393e+05
           0    7.165864e+07    5.006393e+05
          15    5.981097e+07    5.006393e+05
          17    6.094303e+07    5.006393e+05
          -1    5.920642e+07    5.006393e+05
           0    7.286159e+07    5.006393e+05
           1    5.930023e+07    5.006393e+05
           3    6.020031e+07    5.006393e+05
