#       NCYC               I           I_err
           0    1.555859e+08    4.549166e+05
          26    1.346345e+08    4.549166e+05
          -1    1.326955e+08    4.549166e+05
           1    1.327245e+08    4.549166e+05
           0    1.565023e+08    4.549166e+05
           2    1.334705e+08    4.549166e+05
           6    1.332201e+08    4.549166e+05
           8    1.335032e+08    4.549166e+05
          12    1.327572e+08    4.549166e+05
           4    1.323493e+08    4.549166e+05
          20    1.339772e+08    4.549166e+05
           0    1.558944e+08    4.549166e+05
          16    1.329910e+08    4.549166e+05
           6    1.334178e+08    4.549166e+05
          22    1.328501e+08    4.549166e+05
          14    1.332725e+08    4.549166e+05
          24    1.341363e+08    4.549166e+05
          10    1.339034e+08    4.549166e+05
          18    1.320818e+08    4.549166e+05
          16    1.329175e+08    4.549166e+05
           0    1.561064e+08    4.549166e+05
           3    1.332512e+08    4.549166e+05
          29    1.335036e+08    4.549166e+05
           7    1.331023e+08    4.549166e+05
           9    1.328523e+08    4.549166e+05
           9    1.341330e+08    4.549166e+05
          11    1.331535e+08    4.549166e+05
          25    1.341403e+08    4.549166e+05
          13    1.329977e+08    4.549166e+05
           0    1.552736e+08    4.549166e+05
          15    1.339295e+08    4.549166e+05
          17    1.331102e+08    4.549166e+05
          -1    1.320512e+08    4.549166e+05
           0    1.565690e+08    4.549166e+05
           1    1.324313e+08    4.549166e+05
           3    1.338793e+08    4.549166e+05
