#       NCYC               I           I_err
           0    2.118794e+08    5.421235e+05
          26    1.604760e+08    5.421235e+05
          -1    1.572170e+08    5.421235e+05
           1    1.591969e+08    5.421235e+05
           0    2.127488e+08    5.421235e+05
           2    1.573569e+08    5.421235e+05
           6    1.584364e+08    5.421235e+05
           8    1.580443e+08    5.421235e+05
          12    1.587085e+08    5.421235e+05
           4    1.579257e+08    5.421235e+05
          20    1.581503e+08    5.421235e+05
           0    2.125656e+08    5.421235e+05
          16    1.570132e+08    5.421235e+05
           6    1.578410e+08    5.421235e+05
          22    1.594765e+08    5.421235e+05
          14    1.586862e+08    5.421235e+05
          24    1.609144e+08    5.421235e+05
          10    1.592594e+08    5.421235e+05
          18    1.587077e+08    5.421235e+05
          16    1.592895e+08    5.421235e+05
           0    2.125102e+08    5.421235e+05
           3    1.571508e+08    5.421235e+05
          29    1.608627e+08    5.421235e+05
           7    1.578386e+08    5.421235e+05
           9    1.579284e+08    5.421235e+05
           9    1.586615e+08    5.421235e+05
          11    1.578364e+08    5.421235e+05
          25    1.596890e+08    5.421235e+05
          13    1.591573e+08    5.421235e+05
           0    2.130019e+08    5.421235e+05
          15    1.582558e+08    5.421235e+05
          17    1.569062e+08    5.421235e+05
          -1    1.580087e+08    5.421235e+05
           0    2.116701e+08    5.421235e+05
           1    1.578110e+08    5.421235e+05
           3    1.578889e+08    5.421235e+05
