#    OFFSETS               I           I_err
   -1305.127    3.664692e+07    7.136278e+05
   -1272.702    3.633547e+07    7.136278e+05
   -1240.276    3.746258e+07    7.136278e+05
   -1207.851    3.685197e+07    7.136278e+05
   -1175.425    3.737861e+07    7.136278e+05
     -1143.0    3.884223e+07    7.136278e+05
   -1110.574    3.730917e+07    7.136278e+05
   -1078.149    3.617460e+07    7.136278e+05
   -1045.723    3.767369e+07    7.136278e+05
   -1013.298    3.722357e+07    7.136278e+05
    -980.872    3.738552e+07    7.136278e+05
   -948.4465    3.716090e+07    7.136278e+05
    -916.021    3.784076e+07    7.136278e+05
   -883.5955    3.661822e+07    7.136278e+05
   -851.1699    3.733640e+07    7.136278e+05
   -818.7444    3.651968e+07    7.136278e+05
   -786.3189    3.769873e+07    7.136278e+05
   -753.8934    3.793036e+07    7.136278e+05
   -721.4678    3.695660e+07    7.136278e+05
    -11000.0    6.917578e+07    7.136278e+05
   -689.0423    3.544880e+07    7.136278e+05
   -656.6168    3.624833e+07    7.136278e+05
   -624.1913    3.761446e+07    7.136278e+05
   -591.7658    3.847964e+07    7.136278e+05
   -559.3402    3.640152e+07    7.136278e+05
   -526.9147    3.664459e+07    7.136278e+05
   -494.4892    3.746357e+07    7.136278e+05
   -462.0637    3.340145e+07    7.136278e+05
   -429.6382    2.925161e+07    7.136278e+05
   -397.2126    1.849543e+07    7.136278e+05
   -364.7871    2.852073e+07    7.136278e+05
   -332.3616    3.452382e+07    7.136278e+05
   -299.9361    3.531084e+07    7.136278e+05
   -267.5105    3.600317e+07    7.136278e+05
    -235.085    3.707594e+07    7.136278e+05
   -202.6595    3.709390e+07    7.136278e+05
    -170.234    3.492239e+07    7.136278e+05
   -137.8085    3.619927e+07    7.136278e+05
   -105.3829    3.604152e+07    7.136278e+05
    -11000.0    6.850581e+07    7.136278e+05
   -72.95742    3.611744e+07    7.136278e+05
    -40.5319    3.592487e+07    7.136278e+05
    -8.10638    3.802016e+07    7.136278e+05
    24.31914    3.605972e+07    7.136278e+05
    56.74466    3.696172e+07    7.136278e+05
    89.17018    3.755969e+07    7.136278e+05
    121.5957    3.782862e+07    7.136278e+05
    154.0212    3.557423e+07    7.136278e+05
    186.4467    3.684288e+07    7.136278e+05
    218.8723    3.644731e+07    7.136278e+05
    251.2978    3.678565e+07    7.136278e+05
    283.7233    3.694150e+07    7.136278e+05
    316.1488    3.644792e+07    7.136278e+05
    348.5744    3.531332e+07    7.136278e+05
    380.9999    3.767183e+07    7.136278e+05
    413.4254    3.750614e+07    7.136278e+05
    445.8509    3.725751e+07    7.136278e+05
    478.2764    3.615829e+07    7.136278e+05
     510.702    3.699825e+07    7.136278e+05
    -11000.0    6.716158e+07    7.136278e+05
    543.1275    3.499453e+07    7.136278e+05
     575.553    3.775544e+07    7.136278e+05
    607.9785    3.726842e+07    7.136278e+05
     640.404    3.668554e+07    7.136278e+05
    672.8296    3.686851e+07    7.136278e+05
    705.2551    3.735945e+07    7.136278e+05
    737.6806    3.768135e+07    7.136278e+05
    770.1061    3.658776e+07    7.136278e+05
    802.5316    3.578813e+07    7.136278e+05
    834.9572    3.629053e+07    7.136278e+05
    867.3827    3.829730e+07    7.136278e+05
    899.8082    3.693563e+07    7.136278e+05
    932.2337    3.559964e+07    7.136278e+05
    964.6593    3.670235e+07    7.136278e+05
    997.0848    3.746944e+07    7.136278e+05
     1029.51    3.693835e+07    7.136278e+05
    1061.936    3.616570e+07    7.136278e+05
    1094.361    3.702713e+07    7.136278e+05
    1126.787    3.682744e+07    7.136278e+05
    -11000.0    6.909556e+07    7.136278e+05
