#    OFFSETS               I           I_err
   -1305.127    4.248069e+07    7.413345e+05
   -1272.702    4.361667e+07    7.413345e+05
   -1240.276    4.233767e+07    7.413345e+05
   -1207.851    4.245801e+07    7.413345e+05
   -1175.425    4.344990e+07    7.413345e+05
     -1143.0    4.224059e+07    7.413345e+05
   -1110.574    4.363134e+07    7.413345e+05
   -1078.149    4.344784e+07    7.413345e+05
   -1045.723    4.226816e+07    7.413345e+05
   -1013.298    4.272675e+07    7.413345e+05
    -980.872    4.311699e+07    7.413345e+05
   -948.4465    4.297385e+07    7.413345e+05
    -916.021    4.412739e+07    7.413345e+05
   -883.5955    4.259978e+07    7.413345e+05
   -851.1699    4.207651e+07    7.413345e+05
   -818.7444    4.288385e+07    7.413345e+05
   -786.3189    4.247371e+07    7.413345e+05
   -753.8934    4.269569e+07    7.413345e+05
   -721.4678    4.343366e+07    7.413345e+05
    -11000.0    8.733419e+07    7.413345e+05
   -689.0423    4.296655e+07    7.413345e+05
   -656.6168    4.319557e+07    7.413345e+05
   -624.1913    4.243990e+07    7.413345e+05
   -591.7658    4.262311e+07    7.413345e+05
   -559.3402    4.246867e+07    7.413345e+05
   -526.9147    4.293753e+07    7.413345e+05
   -494.4892    4.207887e+07    7.413345e+05
   -462.0637    4.226353e+07    7.413345e+05
   -429.6382    4.210620e+07    7.413345e+05
   -397.2126    4.143656e+07    7.413345e+05
   -364.7871    4.255240e+07    7.413345e+05
   -332.3616    4.107835e+07    7.413345e+05
   -299.9361    4.225367e+07    7.413345e+05
   -267.5105    3.852094e+07    7.413345e+05
    -235.085    3.252214e+07    7.413345e+05
   -202.6595    1.538628e+07    7.413345e+05
    -170.234    3.120894e+07    7.413345e+05
   -137.8085    3.668413e+07    7.413345e+05
   -105.3829    3.989351e+07    7.413345e+05
    -11000.0    8.589732e+07    7.413345e+05
   -72.95742    4.025010e+07    7.413345e+05
    -40.5319    3.965403e+07    7.413345e+05
    -8.10638    3.871952e+07    7.413345e+05
    24.31914    3.736892e+07    7.413345e+05
    56.74466    2.867616e+07    7.413345e+05
    89.17018    1.214926e+06    7.413345e+05
    121.5957    2.890118e+07    7.413345e+05
    154.0212    4.027189e+07    7.413345e+05
    186.4467    4.258305e+07    7.413345e+05
    218.8723    4.122804e+07    7.413345e+05
    251.2978    4.274578e+07    7.413345e+05
    283.7233    4.251137e+07    7.413345e+05
    316.1488    4.292363e+07    7.413345e+05
    348.5744    4.164406e+07    7.413345e+05
    380.9999    4.334002e+07    7.413345e+05
    413.4254    4.253275e+07    7.413345e+05
    445.8509    4.308390e+07    7.413345e+05
    478.2764    4.175816e+07    7.413345e+05
     510.702    4.214557e+07    7.413345e+05
    -11000.0    8.691035e+07    7.413345e+05
    543.1275    4.353206e+07    7.413345e+05
     575.553    4.303174e+07    7.413345e+05
    607.9785    4.236012e+07    7.413345e+05
     640.404    4.247969e+07    7.413345e+05
    672.8296    4.174572e+07    7.413345e+05
    705.2551    4.242754e+07    7.413345e+05
    737.6806    4.319761e+07    7.413345e+05
    770.1061    4.230209e+07    7.413345e+05
    802.5316    4.304167e+07    7.413345e+05
    834.9572    4.294326e+07    7.413345e+05
    867.3827    4.233059e+07    7.413345e+05
    899.8082    4.250086e+07    7.413345e+05
    932.2337    4.275926e+07    7.413345e+05
    964.6593    4.327345e+07    7.413345e+05
    997.0848    4.231596e+07    7.413345e+05
     1029.51    4.337486e+07    7.413345e+05
    1061.936    4.297708e+07    7.413345e+05
    1094.361    4.167700e+07    7.413345e+05
    1126.787    4.410001e+07    7.413345e+05
    -11000.0    8.675691e+07    7.413345e+05
