#    ncyc_cp        Intensity      Esd(Int.)
   0.000e+00    8.4089190e+07  8.4089190e+05
   1.000e+00    6.3722788e+07  6.3722788e+05
   2.000e+00    6.3848922e+07  6.3848922e+05
   3.000e+00    6.3874149e+07  6.3874149e+05
   4.000e+00    6.3731197e+07  6.3731197e+05
   5.000e+00    6.3933011e+07  6.3933011e+05
   6.000e+00    6.3865740e+07  6.3865740e+05
   8.000e+00    6.3890967e+07  6.3890967e+05
   1.000e+01    6.3848922e+07  6.3848922e+05
   1.200e+01    6.4042327e+07  6.4042327e+05
   1.400e+01    6.3933011e+07  6.3933011e+05
   1.600e+01    6.3899375e+07  6.3899375e+05
   1.800e+01    6.3907784e+07  6.3907784e+05
   2.000e+01    6.3916193e+07  6.3916193e+05
   2.400e+01    6.3899375e+07  6.3899375e+05
   2.800e+01    6.3832104e+07  6.3832104e+05
   3.200e+01    6.3882558e+07  6.3882558e+05
   3.600e+01    6.3890967e+07  6.3890967e+05
   4.000e+01    6.3907784e+07  6.3907784e+05
   4.400e+01    6.3941420e+07  6.3941420e+05
   4.800e+01    6.4143234e+07  6.4143234e+05
   5.200e+01    6.4050736e+07  6.4050736e+05
   5.600e+01    6.4101190e+07  6.4101190e+05
   6.000e+01    6.4101190e+07  6.4101190e+05
   1.000e+00    6.3756424e+07  6.3756424e+05
   6.000e+01    6.4118007e+07  6.4118007e+05
